Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
562,2016-09-19,2016 09 19 1,https://youtu.be/DZXN6Xpsvhw,13M 59S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,7.09,"Why are the Liberals so intent on threatening British Columbia families with their made-in-Ottawa, job-killing carbon tax?","Why are the Liberals so intent on threatening British Columbia families with their made-in-Ottawa, job-killing carbon tax?"
563,2016-09-19,2016 09 19 2,https://youtu.be/14cSFmcPxA8,15M 15S,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",0,LIB,5.45,"Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together.","Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together."
564,2016-09-19,2016 09 19 3,https://youtu.be/6p4RM3asfqU,34M 10S,"Mr. Mark Holland (Parliamentary Secretary to the Minister of Democratic Institutions, Lib.)",0,LIB,8.58,"I am very proud that more than 140 members of Parliament on this side of the House have either had, or will have in a very short while, town halls.","I am very proud that more than 140 members of Parliament on this side of the House have either had, or will have in a very short while, town halls."
565,2016-09-19,2016 09 19 4,https://youtu.be/xGXinHGFk38,34M 36S,"Mr. Blake Richards (Banff—Airdrie, CPC)",0,CPC,11.38,"First the Liberals charged entry into their town halls, then the justice minister turned away over 30 people from her meeting, and now the Liberals are making shady deals with third parties to make sunny ways electoral ads, despite the claims we are hearing today.","First the Liberals charged entry into their town halls, then the justice minister turned away over 30 people from her meeting, and now the Liberals are making shady deals with third parties to make sunny ways electoral ads, despite the claims we are hearing today."
566,2016-09-19,2016 09 19 5,https://youtu.be/JOflufXpg60,36M 23S,"M. Mark Holland (secrétaire parlementaire de la ministre des Institutions démocratiques, Lib.)",0,LIB,11.17,"I want to encourage the Conservative Party to participate, along with the other parties and the Liberal Party, in consultations that will be held across Canada with a view to improving our system.","Je veux encourager le Parti conservateur à participer, avec les autres partis et avec le Parti libéral, aux consultations partout au Canada pour améliorer notre système."
567,2016-09-19,2016 09 19 6,https://youtu.be/5mIaIzwHWtc,37M 57S,"Hon. Rob Nicholson (Niagara Falls, CPC)",0,CPC,1.58,It is also the fair thing to do.,It is also the fair thing to do.
568,2016-09-19,2016 09 19 7,https://youtu.be/YBynKH9TDlM,38M 39S,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",0,LIB,11.03,"No decision has been made, but we are confident that we will appoint a diverse, functionally bilingual, high-calibre jurist to the Supreme Court of Canada.","No decision has been made, but we are confident that we will appoint a diverse, functionally bilingual, high-calibre jurist to the Supreme Court of Canada."
569,2016-09-19,2016 09 19 8,https://youtu.be/nBbToQI-Sdc,41M 45S,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",0,LIB,9.54,"We are going to be going in with eyes wide open, making sure that we have all the necessary information to allow the military to do its work, as well as the Minister of Foreign Affairs and the Minister of International Development.","We are going to be going in with eyes wide open, making sure that we have all the necessary information to allow the military to do its work, as well as the Minister of Foreign Affairs and the Minister of International Development."
570,2016-09-19,2016 09 19 9,https://youtu.be/lhpj1Sl4dug,44M 55S,"Mr. Rhéal Fortin (Rivière-du-Nord, BQ)",1,BQ,3.27,Is that what Liberal Canada looks like?,"Est-ce cela, le Canada des libéraux?"
571,2016-06-15,2016 06 15 0,https://youtu.be/KNSITBaYVvU,1M 46S,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",1,CPC,5.11,"We know that, but will an agreement finally be reached to help the economies of every province in the country?","Nous savons cela, mais est-ce qu'il y aura enfin une entente pour aider l'économie de toutes les provinces du pays?"
572,2016-06-15,2016 06 15 1,https://youtu.be/xNoiRG6CDdE,3M 23S,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",0,LIB,14.16,"Mr. Speaker, I would like to take this opportunity to inform the House that today the parliament of Sweden rejected the same kind of motion by a vote of 268 to 43.","Mr. Speaker, I would like to take this opportunity to inform the House that today the parliament of Sweden rejected the same kind of motion by a vote of 268 to 43."
573,2016-06-15,2016 06 15 2,https://youtu.be/81wLh59agcY,4M 14S,"Hon. Jason Kenney (Calgary Midnapore, CPC)",0,CPC,2.31,"Mr. Speaker, Canada used to be a moral leader. ","Mr. Speaker, Canada used to be a moral leader. "
574,2016-06-15,2016 06 15 3,https://youtu.be/ayn7kk_YB5M,18M 12S,"Ms. Tracey Ramsey (Essex, NDP)",0,NDP,11.1,"Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. ","Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. "
575,2016-06-15,2016 06 15 4,https://youtu.be/wtc-CfBKKGw,18M 18S,"Ms. Tracey Ramsey (Essex, NDP)",0,NDP,7.35,Why are Liberals moving ahead with the damaging TPP without meaningful consultations with indigenous peoples in Canada?,Why are Liberals moving ahead with the damaging TPP without meaningful consultations with indigenous peoples in Canada?
576,2016-06-15,2016 06 15 5,https://youtu.be/vcF53cyVmTA,19M 36S,"Mr. Charlie Angus (Timmins—James Bay, NDP)",0,NDP,5.32,"Will the minister take responsibility for her office, and end this discriminatory and dangerous practice?","Will the minister take responsibility for her office, and end this discriminatory and dangerous practice?"
577,2016-06-15,2016 06 15 6,https://youtu.be/gUUr93MukHM,19M 45S,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",0,LIB,6.48,The NIHB program covers over $1 billion in health benefits for first nations and Inuit every year.,The NIHB program covers over $1 billion in health benefits for first nations and Inuit every year.
578,2016-06-15,2016 06 15 7,https://youtu.be/xBL35RjedRc,33M 6S,"Hon. Bill Morneau (Minister of Finance, Lib.)",0,LIB,6.55,It is important that there be a competitive market in credit card fees so consumers can be well treated.,It is important that there be a competitive market in credit card fees so consumers can be well treated.
579,2016-06-15,2016 06 15 8,https://youtu.be/sV7nf2P6Oss,40M 47S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,11.38,"The applications that are made by police authorities need to be proportionate, they need to be justified on the grounds of the subject matter under investigation. ","The applications that are made by police authorities need to be proportionate, they need to be justified on the grounds of the subject matter under investigation. "
580,2016-06-15,2016 06 15 9,https://youtu.be/KcIGSxpD5z8,44M 22S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,7.36,We further enforce international requirements on foreign vessels operating in Canada through the port state control program.,We further enforce international requirements on foreign vessels operating in Canada through the port state control program.
581,2016-06-10,2016 06 10 0,https://youtu.be/c3n-AgeVTz4,44S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,8.45,"As the prestigious and very distinguished Minister of Foreign Affairs put it so well, it is unavoidable.","Comme le disait d'ailleurs si bien ce prestigieux et très émérite personnage s'il en est un, le ministre des Affaires étrangères, c'est inévitable."
582,2016-06-10,2016 06 10 1,https://youtu.be/QDsKw1lq1lM,5M 7S,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",0,LIB,12.19,"Today, we are risk-managing a gap between our NORAD commitments and our NATO commitments, in part because we inherited a bit of a mess from the previous government. ","Today, we are risk-managing a gap between our NORAD commitments and our NATO commitments, in part because we inherited a bit of a mess from the previous government. "
583,2016-06-10,2016 06 10 2,https://youtu.be/n5nvnGY3UWI,7M 45S,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",0,LIB,9.2,"Nearly 99% of pharmacy claims and 90% of the dental claims were approved, and more than 90% of the pharmacy claims were approved instantly at the point of the sale.","Nearly 99% of pharmacy claims and 90% of the dental claims were approved, and more than 90% of the pharmacy claims were approved instantly at the point of the sale."
584,2016-06-10,2016 06 10 3,https://youtu.be/I9Bl4So54Pk,8M 34S,"Mr. Sean Casey (Parliamentary Secretary to the Minister of Justice and Attorney General of Canada, Lib.)",0,LIB,24.58,"Mr. Speaker, we believe that we have struck the right balance in Bill C-14 between protecting the vulnerable and the conscience rights of health care professionals, and also providing access to medical assistance in dying and protecting personal autonomy.","Mr. Speaker, we believe that we have struck the right balance in Bill C-14 between protecting the vulnerable and the conscience rights of health care professionals, and also providing access to medical assistance in dying and protecting personal autonomy."
585,2016-06-10,2016 06 10 4,https://youtu.be/S2KJG_YcZxA,20M 6S,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,LIB,4.44,The panel meetings have been very well attended.,Il y a eu une très bonne participation lors des réunions du comité. 
586,2016-06-10,2016 06 10 5,https://youtu.be/Ys7hmtaoxg4,20M 18S,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,LIB,3.13,We are waiting for the report in order to make a decision., Nous attendrons le rapport pour prendre une décision par la suite.
587,2016-06-10,2016 06 10 6,https://youtu.be/dMrpxrQ8-fA,25M 22S,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",0,LIB,10.14,"Therefore, the question is based upon gossip and rumour, and wherever else the hon. member gets his source of information.","Therefore, the question is based upon gossip and rumour, and wherever else the hon. member gets his source of information."
588,2016-06-10,2016 06 10 7,https://youtu.be/i91-SNC3Ky4,32M 56S,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",0,NDP,4.43,The TRC's call to action number 43 calls on the government to do the same.,The TRC's call to action number 43 calls on the government to do the same.
589,2016-06-10,2016 06 10 8,https://youtu.be/KKSpX96onSE,37M 0S,"Mr. Bob Zimmer (Prince George—Peace River—Northern Rockies, CPC)",0,CPC,11.17,"Most in my riding are patiently waiting for a positive decision by the Liberals on Pacific Northwest LNG, a decision that would address the growing Liberal deficit by providing billions in revenue.","Most in my riding are patiently waiting for a positive decision by the Liberals on Pacific Northwest LNG, a decision that would address the growing Liberal deficit by providing billions in revenue."
590,2016-06-10,2016 06 10 9,https://youtu.be/dbLDyDcE2I8,42M 29S,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",0,LIB,11.1,"What we have done is that when a veteran believes his claim has been incorrectly assessed, we have set up an independent review process, the Veterans Review and Appeal Board. ","What we have done is that when a veteran believes his claim has been incorrectly assessed, we have set up an independent review process, the Veterans Review and Appeal Board. "
591,2016-06-07,2016 06 07 0,https://youtu.be/68l-GHOO7fg,22M 3S,"Mr. Blake Richards (Banff—Airdrie, CPC)",0,CPC,7.43,"Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?","Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?"
592,2016-06-07,2016 06 07 1,https://youtu.be/_e7bdOSP4lY,25M 11S,"Hon. Mark Eyking (Sydney—Victoria, Lib.)",0,LIB,7.29,"Mr. Speaker, the men and women of the Canadian Coast Guard work hard to protect Canadians and the bodies of water from coast to coast to coast.","Mr. Speaker, the men and women of the Canadian Coast Guard work hard to protect Canadians and the bodies of water from coast to coast to coast."
593,2016-06-07,2016 06 07 2,https://youtu.be/t4fjQrZ58wQ,29M 30S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,11.45,"We think a better idea is to have a transparent process, with predictable timelines and ways in which Canadians can let government know what they think is in the national interest, after which the government will decide.","We think a better idea is to have a transparent process, with predictable timelines and ways in which Canadians can let government know what they think is in the national interest, after which the government will decide."
594,2016-06-07,2016 06 07 3,https://youtu.be/eMKm_fJ-J64,39M 10S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,18.59,"In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department.","In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department."
595,2016-06-07,2016 06 07 4,https://youtu.be/n29rKPtf6X8,39M 11S,"Mr. François Choquette (Drummond, NDP)",1,NDP,5.24,"Mr. Speaker, today the Commissioner of Official Languages tabled a scathing report on Air Canada.","Monsieur le Président, le commissaire aux langues officielles a déposé aujourd'hui un rapport accablant sur Air Canada."
596,2016-06-07,2016 06 07 5,https://youtu.be/yXgBNCrLMkI,39M 57S,"Mr. François Choquette (Drummond, NDP)",1,NDP,6.19, Will the Liberals commit today to taking action to resolve this problem once and for all?, Les libéraux peuvent-ils s'engager aujourd'hui à agir pour régler une fois pour toutes ce problème?
597,2016-06-07,2016 06 07 6,https://youtu.be/uYuxio1fXFo,41M 29S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,13.42,"The city of Toronto will receive $840 million in phase one, which can include active transportation, as we currently develop our second term, phase two, long-term plan.","The city of Toronto will receive $840 million in phase one, which can include active transportation, as we currently develop our second term, phase two, long-term plan."
598,2016-06-07,2016 06 07 7,https://youtu.be/jSQ0XYXjX7Y,42M 37S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,14.17," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor."," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor."
599,2016-06-07,2016 06 07 8,https://youtu.be/GE9QdZOqzYo,44M 55S,"Hon. Mélanie Joly (Minister of Canadian Heritage, Lib.)",1,LIB,8.38,"Mr. Speaker, I assure my colleague that our two official languages are very important to this government. ","Monsieur le Président, je tiens à rassurer mon collègue quant à l'importance pour le gouvernement de nos deux langues officielles. "
600,2016-06-07,2016 06 07 9,https://youtu.be/FV5-NFSDynY,45M 16S,"L’hon. Mélanie Joly (ministre du Patrimoine canadien, Lib.)",1,LIB,11.1,"That is why I will work with my colleague, the Minister of Transport, on this issue, to ensure that the recommendations of the Commissioner of Official Languages will be examined.","Monsieur le Président, je tiens à rassurer mon collègue quant à l'importance pour le gouvernement de nos deux langues officielles. "
601,2016-06-02,2016 06 02 0,https://youtu.be/LsojpcjC0PY,3M 33S,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",1,CPC,15.19,The real question is this: will the Liberals try to change the rules of democracy to their advantage or are they trying out an agreement with the NDP rather than consulting Canadians directly through a referendum?,"La vraie question est la suivante: vont-ils essayer de changer les règles de la démocratie à leur avantage, ou tentent-ils une entente libérale-néo-démocrate au lieu de consulter directement tous les Canadiens et Canadiennes par référendum?"
602,2016-06-02,2016 06 02 1,https://youtu.be/jHufenp2vZ8,8M 36S,"Mr. Jean-Claude Poissant (Parliamentary Secretary to the Minister of Agriculture and Agri-Food, Lib.)",1,LIB,8.04,"Mr. Speaker, as I just said, we are aware of the industry's concerns about the use of diafiltered milk in cheese production.","Monsieur le Président, comme je viens de le dire, nous sommes conscients des préoccupations de l'industrie quant à l'utilisation du lait diafiltré dans la fabrication du fromage."
603,2016-06-02,2016 06 02 2,https://youtu.be/QqqkW0V6m4c,10M 47S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,14.17,"Mr. Speaker, days ago I met, along with the Minister of Sport and Persons with Disabilities, with the Elections Canada advisory group on persons with disabilities.","Mr. Speaker, days ago I met, along with the Minister of Sport and Persons with Disabilities, with the Elections Canada advisory group on persons with disabilities."
604,2016-06-02,2016 06 02 3,https://youtu.be/jhwCUdXcEDw,11M 15S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,4.29,Our job is to ensure that the voices of the marginalized are included in this conversation.,Our job is to ensure that the voices of the marginalized are included in this conversation.
605,2016-06-02,2016 06 02 4,https://youtu.be/utn0wcYdo0o,27M 2S,"Mr. Mark Gerretsen (Kingston and the Islands, Lib.)",0,LIB,11.24,"In my riding of Kingston and the Islands two prison farms were closed in Collins Bay and Joyceville, without proper consultation of the public and to widespread concern from the public.","In my riding of Kingston and the Islands two prison farms were closed in Collins Bay and Joyceville, without proper consultation of the public and to widespread concern from the public."
606,2016-06-02,2016 06 02 5,https://youtu.be/W3vC62DRueg,27M 46S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,4.56,I thank the member for Kingston and the Islands for contributing to that goal.,I thank the member for Kingston and the Islands for contributing to that goal.
607,2016-06-02,2016 06 02 6,https://youtu.be/pWVQhWEOoik,27M 55S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,8.38,"Mr. Speaker, the Ethics Commissioner has ruled that the new Minister of Fisheries, Oceans and the Canadian Coast Guard cannot have any dealings with the Irving family.","Mr. Speaker, the Ethics Commissioner has ruled that the new Minister of Fisheries, Oceans and the Canadian Coast Guard cannot have any dealings with the Irving family."
608,2016-06-02,2016 06 02 7,https://youtu.be/-oLDYCwvn-U,30M 51S,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,LIB,2.59,"That is what the minister pledged to do, and that is what he will do in the future.","C'est ce que le ministre s'est engagé à faire, et c'est ce qu'il fera à l'avenir."
609,2016-06-02,2016 06 02 8,https://youtu.be/m4_45nbnv3w,31M 47S,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,LIB,10.21,"The commissioner recommended screening measures for the minister's office, and the minister will recuse himself from any discussion or decision involving Mr. Irving and his businesses.","La commissaire a recommandé la mise en place de mesures de filtrage pour le cabinet du ministre, et le ministre se retirera de toute discussion ou décision touchant M. Irving et ses entreprises."
610,2016-06-02,2016 06 02 9,https://youtu.be/Lc_D_RKI7mw,39M 11S,"Mr. Dan Albas (Central Okanagan—Similkameen—Nicola, CPC)",0,CPC,6.47,“We sell beer in all 50 states in the United States with pretty open borders and hopefully we'll get to that point in Canada soon.”,“We sell beer in all 50 states in the United States with pretty open borders and hopefully we'll get to that point in Canada soon.”
611,2016-05-20,2016 05 20 0,https://youtu.be/1icdVd6XlMY,2M 29S,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",0,CPC,6.54,"They have already rigged the deck on the electoral reform committee, giving themselves a majority, when a majority of Canadians do not even support them.","They have already rigged the deck on the electoral reform committee, giving themselves a majority, when a majority of Canadians do not even support them."
612,2016-05-20,2016 05 20 1,https://youtu.be/VK4_OEDDsFg,4M 56S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,10.35,"This may not be okay with the members opposite, but that is our way of ensuring that Canadians in 21st century Canada are included in this important conversation.","This may not be okay with the members opposite, but that is our way of ensuring that Canadians in 21st century Canada are included in this important conversation."
613,2016-05-20,2016 05 20 2,https://youtu.be/0kIjPJory2M,18M 51S,"Ms. Leona Alleslev (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",0,LIB,12.05," Madam Speaker, the government is committed to open and transparent competitions that balance the socio-economic needs of the government and the country with those of the industry that we have in this country."," Madam Speaker, the government is committed to open and transparent competitions that balance the socio-economic needs of the government and the country with those of the industry that we have in this country."
614,2016-05-20,2016 05 20 3,https://youtu.be/USvTfK6SPuY,20M 16S,"Hon. Candice Bergen (Portage—Lisgar, CPC)",0,CPC,6.47,"Madam Speaker, yesterday, the National Energy Board recommended the Kinder Morgan pipeline project for approval.","Madam Speaker, yesterday, the National Energy Board recommended the Kinder Morgan pipeline project for approval."
615,2016-05-20,2016 05 20 4,https://youtu.be/n0_zZdtvvrE,21M 7S,"Ms. Kim Rudd (Parliamentary Secretary to the Minister of Natural Resources, Lib.)",0,LIB,13,"We have asked that the panel members travel the pipeline route to hear from and talk to indigenous peoples and local communities, and report back to the minister by November 1, for a decision on or before December—","We have asked that the panel members travel the pipeline route to hear from and talk to indigenous peoples and local communities, and report back to the minister by November 1, for a decision on or before December—"
616,2016-05-20,2016 05 20 5,https://youtu.be/CV8yd8eOUaI,30M 23S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,6.54,"Madam Speaker, the advisory panel of the Minister of Fisheries, Oceans and the Canadian Coast Guard to study northern shrimp allocation is woefully unbalanced and biased.","Madam Speaker, the advisory panel of the Minister of Fisheries, Oceans and the Canadian Coast Guard to study northern shrimp allocation is woefully unbalanced and biased."
617,2016-05-20,2016 05 20 6,https://youtu.be/6-ddYdhAR18,30M 48S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,5.59,Why did the minister appoint someone with such a clear bias on shrimp allocation to his advisory panel?,Why did the minister appoint someone with such a clear bias on shrimp allocation to his advisory panel?
618,2016-05-20,2016 05 20 7,https://youtu.be/qMVa_5LtEVA,33M 19S,"Ms. Sheri Benson (Saskatoon West, NDP)",0,NDP,7.36,"Will the government commit to introducing proactive pay equity legislation within the next six months, yes or no?","Will the government commit to introducing proactive pay equity legislation within the next six months, yes or no?"
619,2016-05-20,2016 05 20 8,https://youtu.be/rPvOLRkNkD0,33M 25S,"Ms. Anju Dhillon (Parliamentary Secretary for Status of Women, Lib.)",0,LIB,4.36,"Madam Speaker, having a gender wage gap in Canada in 2016 is unacceptable.","Madam Speaker, having a gender wage gap in Canada in 2016 is unacceptable."
620,2016-05-20,2016 05 20 9,https://youtu.be/7ocCmETaBSA,43M 40S,"Ms. Monique Pauzé (Repentigny, BQ)",1,BQ,9.27,How many studies does the Minister of Agriculture and Agri-Food need just to require the AquAdvantage salmon to be labelled?,De combien d'études le ministre de l'Agriculture et de l'Agroalimentaire a-t-il besoin seulement pour obliger l'étiquetage des saumons AquAdvantage?
621,2016-05-17,2016 05 17 0,https://youtu.be/NgH3ZtQyXJY,35S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,18.32," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects."," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects."
622,2016-05-17,2016 05 17 1,https://youtu.be/Au6m24sG2OU,9M 19S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,14.23," That is why we are proud to introduce a bill on Air Canada that will guarantee jobs in Manitoba, Ontario, and Quebec in Air Canada's manufacturing and aircraft maintenance sectors. ","C'est pourquoi nous sommes fiers de mettre en avant un projet de loi sur Air Canada qui va garantir des emplois au Manitoba, en Ontario et au Québec dans les secteurs de la fabrication et de l'entretien des avions d'Air Canada."
623,2016-05-17,2016 05 17 2,https://youtu.be/oi2y_WRb_No,9M 19S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,7.37,We are going to build a strong aerospace industry in Canada for the future through our bills and our commitment.,"Nous allons bâtir une industrie aéronautique forte au Canada pour les années à venir, grâce à nos projets de loi et à notre engagement."
624,2016-05-17,2016 05 17 3,https://youtu.be/pAOrMv6Nxv0,13M 56S,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",1,CPC,11.13,Can the minister reassure us that she will do everything she can to convince the Prime Minister of Canada of the importance of holding a referendum to consult all Canadians?,La ministre peut-elle nous assurer qu'elle va tout mettre en oeuvre pour convaincre le premier ministre du Canada de l'importance de consulter tous les Canadiens et Canadiennes par voie de référendum?
625,2016-05-17,2016 05 17 4,https://youtu.be/CSCsGB-f6D0,19M 31S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",1,LIB,21.13,We believe that the historic investments for indigenous communities in budget 2016 and the generous and fair Canada child tax benefit will lift many children out of poverty.,Nous sommes convaincus que les investissements historiques contenus dans le budget de 2016 pour les communautés autochtones et la généreuse et juste Prestation fiscale canadienne pour enfants permettront de sortir plusieurs enfants de la pauvreté.
626,2016-05-17,2016 05 17 5,https://youtu.be/Eqct-Z1WXAw,23M 13S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,22.55,"That is, to reach out in their communities to those—","That is, to reach out in their communities to those—"
627,2016-05-17,2016 05 17 6,https://youtu.be/P1J7BueTtXg,28M 55S,"Mr. Jean Rioux (Saint-Jean, Lib.)",1,LIB,16.58,"Since being elected, I have worked very hard, as my colleagues can attest, to achieve full independence for the Royal Military College Saint-Jean with respect to university teaching, thereby promoting the use of French, one of the pillars of our Canadian identity.","Depuis mon élection, je travaille avec vigueur, et mes collègues peuvent en témoigner, afin de pourvoir le Collège militaire royal de Saint-Jean d'une pleine autonomie en matière d'enseignement universitaire et ainsi de favoriser le français, l'un des fondements de notre identité canadienne."
628,2016-05-17,2016 05 17 7,https://youtu.be/bBP3YIas4WY,34M 1S,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",0,LIB,33.38,"Mr. Speaker, an independent group of distinguished western Canadians, all of whom will be known to those members, will, along with the regulator, assess the evidence that has been offered by Canadian people, evidence-based through the regulatory process, along with an assessment of upstream greenhouse gas emissions, along with meaningful consultation with indigenous communities, all of which must be in place if we are going to carry the confidence of Canadians.","Mr. Speaker, an independent group of distinguished western Canadians, all of whom will be known to those members, will, along with the regulator, assess the evidence that has been offered by Canadian people, evidence-based through the regulatory process, along with an assessment of upstream greenhouse gas emissions, along with meaningful consultation with indigenous communities, all of which must be in place if we are going to carry the confidence of Canadians."
629,2016-05-17,2016 05 17 8,https://youtu.be/ASY5EB1KzoY,38M 53S,"Ms. Pam Goldsmith-Jones (Parliamentary Secretary to the Minister of Foreign Affairs, Lib.)",0,LIB,6.22,"We did that in coordination with our allies, the U.S. and the EU, which is what makes them effective.","We did that in coordination with our allies, the U.S. and the EU, which is what makes them effective."
630,2016-05-17,2016 05 17 9,https://youtu.be/F0pVwNi46c4,42M 51S,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",1,NDP,7.16,We have long known that a Conservative-filled board of directors was meeting in secret and not making its minutes public.,"Depuis longtemps, on sait qu'un conseil d'administration rempli de conservateurs se réunit en secret et ne publie pas ses procès-verbaux."
631,2016-05-12,2016 05 12 0,https://youtu.be/F-Y65ci_wqI,32S,"Hon. Jason Kenney (Calgary Midnapore, CPC)",0,CPC,6.4,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?
632,2016-05-12,2016 05 12 1,https://youtu.be/u2-P2dq23IQ,5M 15S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.):  ",0,LIB,5.45,"Mr. Speaker, listening to Canadians is at the heart of a healthy democracy.","Mr. Speaker, listening to Canadians is at the heart of a healthy democracy."
633,2016-05-12,2016 05 12 2,https://youtu.be/NEWFJ6P0tzU,6M 26S,"Hon. Steven Blaney (Bellechasse—Les Etchemins—Lévis, CPC)",1,CPC,9.2,Is the minister trying to engage in some sort of political sleight-of-hand in order to lead Canadians astray?,"La ministre est-elle en train de nous faire un tour de passe-passe politique, voire une manoeuvre partisane, pour fourvoyer la population canadienne?"
634,2016-05-12,2016 05 12 3,https://youtu.be/K93QUQxqtoM,13M 59S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,26.57,"This committee will be shaped by an important set of broad-based principles that include pursuing an effective and legitimate voting system which more accurately reflects Canadians' electoral wishes, a system that better engages all Canadians, one that fosters civility, consensus building, cohesion, an accessible system, one with integrity, and one that enhances the connection between representatives and their constituents.","This committee will be shaped by an important set of broad-based principles that include pursuing an effective and legitimate voting system which more accurately reflects Canadians' electoral wishes, a system that better engages all Canadians, one that fosters civility, consensus building, cohesion, an accessible system, one with integrity, and one that enhances the connection between representatives and their constituents."
635,2016-05-12,2016 05 12 4,https://youtu.be/QOEUuCL0fFo,15M 19S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,12.32,Allow me to be clear for hon. members: 2015 was the last federal election conducted under the first-past-the-post system.,Allow me to be clear for hon. members: 2015 was the last federal election conducted under the first-past-the-post system.
