Label,Video,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000810,2015 12 07 9,0.493511,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,3,6,"With political will, leadership, and partnership, nation-to-nation, we are going to get this done."
0000611,2016 05 20 0,0.494502,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",CPC,6,3,"They have already rigged the deck on the electoral reform committee, giving themselves a majority, when a majority of Canadians do not even support them."
0000287,2017 04 12 6,0.496934,"Mr. Scott Reid (Lanark—Frontenac—Kingston, CPC)",CPC,5,5,"  Yesterday, the Minister of Finance tabled a 308 page budget implementation act, which makes amendments to more than 20 different statutes."
0000326,2017 03 08 5,0.498561,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",CPC,6,4,"Mr. Speaker, we know that the funding to help many Syrian refugees resettle runs out this month. "
0000734,2016 02 23 3,0.500682,"Hon. Thomas Mulcair (Outremont, NDP)",NDP,6,5,"As unemployment goes up and the number of Canadians receiving EI benefits actually does down, Canadians are demanding action to help families pay the bills and to put food on the table."
0000988,2015 02 20 7,0.501126,"Mr. John Williamson (New Brunswick Southwest, CPC)",CPC,5,6," Mr. Speaker, Canada's natural resource sector supports an impressive 1.8 million good paying jobs."
0000036,2017 12 01 5,0.501226,Mark Holland,LIB,5,6,"The committee proceedings are following detailed work that was done on the security and intelligence framework, and the most exhaustive consultations that happened on a national basis."
0000952,2015 03 12 1,0.502215,"Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",NDP,6,4, Why are the Conservatives refusing to allow the Privacy Commissioner to appear before the committee so all Canadians can hear his concerns?
0000103,2017 10 25 2,0.502711,Maxime Bernier,CPC,8,3," If ethics are so important to the Prime Minister, why does he not just tell his finance minister to disclose all of his assets and numbered companies so Canadians can get a sense of just how many of the finance minister's interests are in conflict?"
0000936,2015 03 27 5,0.503579,"Ms. Linda Duncan (Edmonton—Strathcona, NDP)",NDP,8,2,"Will the minister, who has made this shameful, groundless insult to Alberta first nations, stand and apologize?"
0000727,2016 02 26 6,0.505565,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",LIB,7,3,What the member is obviously having trouble understanding is that the Conflict of Interest Act and the code that is applicable is applied by the independent Ethics Commissioner.
0000286,2017 04 12 5,0.505934,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,3,7," Again, this government remains focused on the things Canadians are talking to us about every day, right across the country: whether it is how we will secure retirement for their aging parents, we talk about strengthening the CPP and increasing the GIS; whether it is giving opportunities to young people, we talk about increasing the Canada student grant by 50% and giving young people better access to post-secondary education"
0000411,2016 12 07 0,0.506989,Right Hon. Justin Trudeau,LIB,6,3,I do want to go back to an offhand comment the NDP leader made that demonstrates his lack of respect for our economy. 
0000227,2017 06 01 6,0.509482,Karine Trudel,NDP,7,4,Hundreds of workers and their families demonstrated in the streets to make the government understand just how much of an impact U.S. countervailing duties have had on their jobs and the local economy.
0000240,2017 05 18 9,0.509941,Jane Philpott,LIB,6,6,The money that we are giving to the provinces and territories is enough to entirely clear that waiting list.
0000497,2016 10 26 6,0.510074,"Hon. Pierre Poilievre (Carleton, CPC)",CPC,7,1,Why is the Prime Minister taxing away the opportunities of our youth?
0000784,2016 01 25 3,0.511110,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,5,6,"However, after we get through with a consultation process that has substance, includes indigenous peoples, and understands environmental issues, we will have a better chance than that government had."
0000478,2016 11 04 7,0.512394,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",NDP,7,4,Are Manitoba's Liberal MPs just going to sit there and watch as a short-sighted government on Broadway passes up funding of up to $100 million for Manitoba?
0000746,2016 02 18 5,0.512416,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",CPC,6,3,"Mr. Speaker, yesterday the Minister of Finance dismissed the concerns of Saskatchewan and Alberta."
0000193,2017 06 13 2,0.513335,Justin Trudeau,LIB,4,6,"Mr. Speaker, the appointments we make are based on merit and reflect the full diversity of this country."
0000817,2015 06 17 6,0.513413,"Hon. Joe Oliver (Minister of Finance, CPC)",CPC,6,4,"Mr. Speaker, abuse of taxpayers' dollars is unacceptable and will not be tolerated by our government."
0000493,2016 10 26 2,0.515121,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,4,"Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP."
0000983,2015 02 20 2,0.515918,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,6,3,"While we are focused on creating jobs, the Liberal leader has the old Liberal high-tax, high-debt agenda that would threaten jobs and set working families back."
0000894,2015 04 29 3,0.516591,"Mr. James Bezan (Parliamentary Secretary to the Minister of National Defence, CPC): ",CPC,5,6,That is why the Chief of the Defence Staff ordered an external independent review into how the Canadian Armed Forces deals with sexual misconduct and sexual harassment.
0000739,2016 02 23 8,0.516685,"M. Jacques Gourde (Lévis—Lotbinière, PCC)",CPC,6,3,How can the Prime Minister justify this obvious conflict of interest?
0000335,2017 02 24 4,0.517284,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",CPC,7,4,"While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers."
0000865,2015 05 27 4,0.517705,"Mr. Dennis Bevington (Northwest Territories, NDP)",NDP,6,4,"Mr. Speaker, the Auditor General has shown that the nutrition north criteria are not fair or accessible."
0000387,2017 02 02 6,0.517720,"Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",NDP,8,1," We know that the Prime Minister's promises do not mean anything, but will he confirm to Canadians today that he will defend our supply management system in the renegotiation of NAFTA?"
0000127,2017 10 17 6,0.518425,Erin Weir,NDP,8,2,"We know you do not have a plan to fix Phoenix, but when will you have a plan to have a plan?"
0000499,2016 10 26 8,0.519876,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",LIB,5,6,I encourage all the members who have issues regarding military service to come forward to our department.
0000076,2017 11 07 5,0.520758,Andrew Nuttall,CPC,7,3, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?
0000578,2016 06 15 7,0.520790,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,5,7,It is important that there be a competitive market in credit card fees so consumers can be well treated.
0000197,2017 06 13 6,0.521026,Ralph Goodale,LIB,4,3,"Mr. Speaker, the previous government was deeply embroiled in an argument with the Information Commissioner because it was alleged by the Information Commissioner that, while an outstanding access to information complaint was being made, the previous government had taken steps to improperly remove and destroy that information. "
0000058,2017 11 23 7,0.522244,Chrystia Freeland,LIB,6,5,"We will never accept extreme proposals that harm the national interest, and I know Canadians are with us."
0000033,2017 12 01 2,0.523337,Ruth Ellen Brosseau,NDP,6,3,It seems to me that the government learned nothing from the Madeleine Meilleur fiasco.
0000569,2016 09 19 8,0.526393,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",LIB,3,7,"We are going to be going in with eyes wide open, making sure that we have all the necessary information to allow the military to do its work, as well as the Minister of Foreign Affairs and the Minister of International Development."
0000205,2017 06 09 4,0.526449,Ralph Goodale,LIB,6,6,"Again, police and communities, working together—"
0000838,2015 06 09 7,0.526824,"Ms. Niki Ashton (Churchill, NDP)",NDP,7,3,"While we are there, it is pretty difficult to believe that the Conservatives are committed to reconciliation when the way they treat someone who is doing nothing more than fighting for fairness for aboriginal children is to respond by humiliating and ostracizing them."
0000346,2017 02 21 5,0.529996,"M. Gérard Deltell (Louis-Saint-Laurent, PCC)",CPC,6,4,"Will he, yes or no, impose more taxes on Canadians and job creators, the creators of wealth, the entrepreneurs?"
0000273,2017 05 02 2,0.530089,Candice Bergen,CPC,5,5,"If our men and women in uniform try to steal valour and try to take credit for something that they did not do in the military, there is a consequence in terms of discipline, in terms of the trust that they will have lost with their colleagues."
0000301,2017 03 23 0,0.530109,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,4,6,We are trying to encourage a debate on how to improve accountability in the House.
0000604,2016 06 02 3,0.530414,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,6,Our job is to ensure that the voices of the marginalized are included in this conversation.
0000943,2015 03 24 2,0.530508,"Hon. Steven Blaney (Minister of Public Safety and Emergency Preparedness, CPC)",CPC,6,4,I hope the opposition will listen to the voice of the sister of fallen Warrant Officer Patrice Vincent.
0000300,2017 04 07 9,0.533039,"L’hon. Diane Lebouthillier (ministre du Revenu national, Lib.)",LIB,5,6,Our government increased the basic amount and the additional residency amount used in the calculation of the northern residence tax deduction.
0000885,2015 05 12 4,0.533686,"Hon. Ed Fast (Minister of International Trade, CPC)",CPC,5,3,They have absolutely no credibility on trade.
0000025,2017 12 05 4,0.534099,Mark Gerretsen,LIB,5,8,"Mr. Speaker, volunteers play a crucial role in Canadian society. In my riding of Kingston and the Islands, organizations like Martha's Table and St. Vincent de Paul volunteer to help build healthy and socially inclusive communities, not just by their actions but by the spirit of generosity that motivates them to create, support, and sustain non-profit and charitable organizations."
0000383,2017 02 02 2,0.535295,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP):",NDP,5,6,Even the people who did the Liberals' survey want political parties to work together.
0000196,2017 06 13 5,0.535649,Jenny Kwan,NDP,5,6,A little support from the government can prevent this organization from shutting its doors.
0000458,2016 11 21 7,0.536081,"Mr. Fin Donnelly (Port Moody—Coquitlam, NDP)",NDP,5,6,Will the government eliminate this problem by supporting my bill to transition this industry to safe closed containment and protect marine mammals?
0000409,2016 12 12 8,0.536247,"Hon. Jane Philpott (Minister of Health, Lib.)",LIB,5,7,We will work with all provinces and territories to promote vaccination.
0000868,2015 05 27 7,0.536420,"Hon. Leona Aglukkaq (Minister of the Environment, Minister of the Canadian Northern Economic Development Agency and Minister for the Arctic Council, CPC)",CPC,5,5,That translates to 225 megatonnes.
0000559,2016 09 23 8,0.537536,"Hon. Jane Philpott (Minister of Health, Lib.)",LIB,5,4,There is no definitive medical test for thalidomide exposure.
0000322,2017 03 08 1,0.539986,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",NDP,5,4,We all know that women do not have equal rights in Saudi Arabia. 
0000056,2017 11 23 5,0.540511,Ralph Goodale,LIB,6,5,"Mr. Speaker, the objective of the Government of Canada is to surveil them and contain them to ensure that they do not harm more people, and indeed bring the full force of Canadian justice against them for fighting for a terrorist organization."
0000009,2017 12 13 8,0.541485,Alain Rayes,CON,5,5,"Mr. Speaker, the finance minister's main role is to manage finances, the money that Canadians worked hard to earn."
0000375,2017 02 07 4,0.546610,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,7,2,"Mr. Speaker, yesterday, the Minister of Finance once again succeeded in not giving a clear answer to Canadians when I asked him whether his government intended to attack pension splitting."
0000730,2016 02 26 9,0.547033,"Ms. Karina Gould (Parliamentary Secretary to the Minister of International Development, Lib.)",LIB,5,6,Canada made an initial contribution through the emergency disaster assistance fund to support the Red Cross emergency relief operation.
0000976,2015 02 25 5,0.548464,"Hon. Tony Clement (President of the Treasury Board, CPC)",CPC,6,4,"Every year, we table a budget which is good news for Canadians and every year the opposition votes against it."
0000635,2016 05 12 4,0.548808,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,7,6,Allow me to be clear for hon. members: 2015 was the last federal election conducted under the first-past-the-post system.
0000262,2017 05 05 1,0.549070,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",NDP,5,5, I have one simple question: what happens if they say no?
0000675,2016 04 19 4,0.552918,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,6,3,"Mr. Speaker, the Minister of International Trade's story just does not add up."
0000477,2016 11 04 6,0.553102,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",NDP,7,4,"The Conservative government in Manitoba does not get the importance of investing in post-secondary education for students, for construction workers, or for employers."
0000410,2016 12 12 9,0.553143,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",BQ,6,3,Only the banks and the Liberals are in favour of the bill.
0000653,2016 05 04 2,0.553352,"Hon. Alice Wong (Richmond Centre, CPC)",CPC,5,5,"Mr. Speaker, just this week, Stats Canada showed what Conservatives have known all along, small businesses are the middle class."
0000987,2015 02 20 6,0.553723,"Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",NDP,7,3," Will the minister recognize this crisis and work with these communities so they get the protection they need and deserve, or will the government continue to turn a blind eye and continue to put people at risk?"
0000129,2017 10 17 8,0.553792,Navdeep Bains,LIB,3,6,"Mr. Speaker, as the member opposite knows, these types of particular instances that occur with job losses sometimes go before the courts under the CCAA, but more importantly, our government understands that we need to be there to help these citizens during these difficult times, help these workers, help the families, and help these different communities."
0000042,2017 11 28 1,0.554305,Pierre Poilievre,CPC,5,4,"Mr. Speaker, yesterday John Ivison indicated that he received some documents showing that the sale of the 680,000 shares by the minister would have happened on December 3"
0001008,2015 02 05 7,0.555484,"Ms. Niki Ashton (Churchill, NDP)",NDP,5,5,Will the minister intervene to reinstate the funding for the Odawa centre?
0000471,2016 11 04 0,0.557221,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,5,4,"In October, Canada lost 23,000 full-time jobs because of the government's decisions."
0000565,2016 09 19 4,0.557797,"Mr. Blake Richards (Banff—Airdrie, CPC)",CPC,6,2,"First the Liberals charged entry into their town halls, then the justice minister turned away over 30 people from her meeting, and now the Liberals are making shady deals with third parties to make sunny ways electoral ads, despite the claims we are hearing today."
0000840,2015 06 09 9,0.560205,"Hon. Leona Aglukkaq (Minister of the Environment, CPC)",CPC,5,6,We are also putting the issue of microbeads on the agenda of this summer's meetings of the Canadian Council of Ministers of the Environment.
0000034,2017 12 01 3,0.561058,Matthew Dube,NDP,6,4,"On another topic, yesterday, the Standing Committee on Public Safety and National Security met with the Minister of Public Safety only for one hour on a 138-page omnibus bill, Bill C-59."
0000073,2017 11 07 2,0.562558,Diane Lebouthillier,LIB,7,3,"Mr. Speaker, as I said, our government is fully committed to fighting tax evasion and aggressive tax avoidance, which the Conservative Party failed to do for 10 years."
0000244,2017 05 15 3,0.563829,Blaine Calkins,CPC,7,2,Will the Prime Minister restore some integrity to this place and cancel this appointment?
0000944,2015 03 24 3,0.563872,"L'hon. Steven Blaney (ministre de la Sécurité publique et de la Protection civile, PCC)",CPC,5,5,There are several provisions in Bill C-51 regarding review processes and judicial oversight.
0000740,2016 02 23 9,0.566396,"L'hon. Dominic LeBlanc (leader du gouvernement à la Chambre des communes, Lib.)",LIB,5,5,"Mr. Speaker, when we want advice on conflict of interest matters, we go directly to the Conflict of Interest and Ethics Commissioner, Ms. Dawson,"
0000454,2016 11 21 3,0.567522,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,4,"What astonishes me is that the NDP, which was able to support a trade agreement with South Korea, finds itself in 2016 unable to support the world's most progressive trade agreement."
0000402,2016 12 12 1,0.568132,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",NDP,7,3,"Meanwhile, the Prime Minister just clearly confirmed that not only was government business discussed but that he is the one who deems whether it is appropriate or not."
0000067,2017 11 20 6,0.569935,Carla Qualtrough,LIB,6,3,"While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—"
0000670,2016 04 22 9,0.570343,"M. Mario Beaulieu (La Pointe-de-l'Île, BQ)",BQ,7,3,Was it when the monarchy imposed the Act of Union in 1840 or Confederation in—
0000754,2016 02 05 3,0.571338,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",CPC,8,3,"Mr. Speaker, Hydro One will continue to gouge customers, especially seniors, while Brookfield, the parent company of Great Lakes Power, rakes in record profits on the backs of those on fixed incomes."
0000738,2016 02 23 7,0.571510,"Hon. Erin O'Toole (Durham, CPC)",CPC,7,3,"Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?"
0000531,2016 10 03 0,0.573372,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,5,"Mr. Speaker, as members of the House all know, we are working very hard on this issue with the United States."
0000551,2016 09 23 0,0.574488,"Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",CPC,7,3,"Mr. Speaker, not only did they help themselves to taxpayers' money, but all week the Prime Minister defended the indefensible in an attempt to downplay the matter."
0000993,2015 02 17 2,0.574939,"Mr. Justin Trudeau (Papineau, Lib.)",LIB,5,4,"Furthermore, Mr. Harper cut the budget by 23%—"
0000114,2017 10 20 3,0.576635,John Brassard,CPC,6,4,"The Minister of Finance is responsible for the Canada-Barbados tax treaty, and Morneau Shepell has a subsidiary on that tiny island."
0000634,2016 05 12 3,0.576841,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,2,8,"This committee will be shaped by an important set of broad-based principles that include pursuing an effective and legitimate voting system which more accurately reflects Canadians' electoral wishes, a system that better engages all Canadians, one that fosters civility, consensus building, cohesion, an accessible system, one with integrity, and one that enhances the connection between representatives and their constituents."
0000710,2016 03 21 9,0.576959,"Mr. Jonathan Wilkinson (Parliamentary Secretary to the Minister of Environment and Climate Change, Lib.)",LIB,6,6,We have never said that energy projects will stop.
0000596,2016 06 07 5,0.579691,"Mr. François Choquette (Drummond, NDP)",NDP,6,5, Will the Liberals commit today to taking action to resolve this problem once and for all?
0000909,2015 04 24 8,0.580110,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",NDP,6,4,It has become so absurd that the Alaska State legislature recently voted unanimously to offer to pay Canada to keep its border open. 
0000512,2016 10 18 1,0.581187,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,2,7,"Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments, by making sure that we have a price on pollution and we are investing in the things that we want, which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—"
0000423,2016 12 02 2,0.582690,"Ms. Tracey Ramsey (Essex, NDP)",NDP,7,5,"Mr. Speaker, the government promised to fix the Phoenix pay system by October 31, but over a month later, people in my riding of Essex are still going without a paycheque. "
0000376,2017 02 07 5,0.584052,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",CPC,5,4,"Mr. Speaker, mayors in every part of Canada are worried."
0001009,2015 02 05 8,0.584515,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,5,6," For the member's information, the aboriginal urban strategy has been revamped and funding has been increased to communities all across Canada."
0000491,2016 10 26 0,0.584961,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,5,4,Canadians should not learn about this on Twitter.
0000014,2017 12 08 3,0.585309,Marjolaine Boutin-Sweet,NDP,6,3," Mr. Speaker, yesterday we learned that after the Liberals forced their visions for housing and health care on the provinces, they are now planning to change the equalization calculations, without even consulting the provinces."
0000648,2016 05 09 7,0.585493,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,5,5," Of course, we encourage the port authority to work with all the local communities, including the City of Richmond."
0000592,2016 06 07 1,0.586511,"Hon. Mark Eyking (Sydney—Victoria, Lib.)",LIB,3,6,"Mr. Speaker, the men and women of the Canadian Coast Guard work hard to protect Canadians and the bodies of water from coast to coast to coast."
0000158,2017 09 27 7,0.587410,Justin Trudeau,LIB,6,3,"The fact is that we should all be outraged, and remain outraged, that Canadian governments violated a Canadian's fundamental rights."
0000671,2016 04 19 0,0.588543,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,3,The reality is that the Conservatives are still trying to use transparency as a political weapon against their opponents rather than understanding that true transparency means having trust in Canadians and trust in our unions.
0000340,2017 02 24 9,0.589352,"Hon. Hunter Tootoo (Nunavut, Ind.)",IND,5,5," Mr. Speaker, my question is for the Prime Minister."
0000043,2017 11 28 2,0.589443,Joel Lightbound,CPC,5,4,He also announced that he was donating to charity any difference in the value of those shares since the election.
0000787,2016 01 25 6,0.591731,"Hon. Jane Philpott (Minister of Health, Lib.):  ",LIB,5,6,"Mr. Speaker, I have just met with my provincial and territorial colleagues and have reiterated to them that our government fully supports the principles of the Canada Health Act, which are meant to ensure that all Canadians have reasonable access to medically necessary care based upon need and not based upon the ability to pay."
0000395,2017 01 30 4,0.592601,"Hon. Candice Bergen (House Leader of the Official Opposition, CPC)",CPC,6,3,"As we saw from Jacques Corriveau's sentencing last week, the Liberals have a history of breaking the rules."
0000839,2015 06 09 8,0.594028,"Mr. François Choquette (Drummond, NDP)",NDP,5,6,The NDP has shown leadership on the issue by successfully seeking unanimous consent of the House to have microbeads placed on Canada’s list of toxic substances. 
0000572,2016 06 15 1,0.594869,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",LIB,5,5,"Mr. Speaker, I would like to take this opportunity to inform the House that today the parliament of Sweden rejected the same kind of motion by a vote of 268 to 43."
0000333,2017 02 24 2,0.595792,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,5,3,"How would that be good for the 400,000 people who cross that border every day?"
0000973,2015 02 25 2,0.596343,"Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",NDP,6,3,"Open-ended surveillance and maintenance of these records is concerning for Canadians, especially given the weak oversight of security agencies like the Communications Security Establishment."
0000598,2016 06 07 7,0.596532,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",LIB,5,5," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor."
0000507,2016 10 21 6,0.597976,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",CPC,6,2,"By way of evidence, we learned that the Minister of Finance made himself available to people who are rich like him for a price. He charged $1,500 for an evening."
0000636,2016 05 12 5,0.600416,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,6,It is time for a 21st century model of electing individuals to the House.
0000624,2016 05 17 3,0.601605,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",CPC,5,5,Can the minister reassure us that she will do everything she can to convince the Prime Minister of Canada of the importance of holding a referendum to consult all Canadians?
0000900,2015 04 29 9,0.601641,"Hon. Kevin Sorenson (Minister of State (Finance), CPC)",CPC,5,4,"Sadly, the Liberals and the NDP voted against all these measures."
0000553,2016 09 23 2,0.603147,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,5,7,Our government is committed to ensuring that all federal services are provided in accordance with the Official Languages Act.
0000600,2016 06 07 9,0.603305,"L’hon. Mélanie Joly (ministre du Patrimoine canadien, Lib.)",LIB,5,6,"That is why I will work with my colleague, the Minister of Transport, on this issue, to ensure that the recommendations of the Commissioner of Official Languages will be examined."
0000827,2015 06 12 6,0.603379,"Mr. Peter Braid (Parliamentary Secretary for Infrastructure and Communities, CPC)",CPC,6,4,"Of course, in our recent budget we announced the public transit fund."
0000138,2017 10 05 7,0.603828,James Maloney,LIB,5,7," Can the Minister of Immigration, Refugees and Citizenship please update all Canadians on the government's progress on this important initiative, which was supported by all members of this House?"
0000996,2015 02 17 5,0.604705,"Hon. Ed Fast (Minister of International Trade, CPC)",CPC,5,6,"Mr. Speaker, as I already mentioned, this government took the step of taking this dispute to the World Trade Organization, where we believe we will prevail."
0000753,2016 02 05 2,0.605278,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",CPC,5,5,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?
0000610,2016 06 02 9,0.606207,"Mr. Dan Albas (Central Okanagan—Similkameen—Nicola, CPC)",CPC,5,6,“We sell beer in all 50 states in the United States with pretty open borders and hopefully we'll get to that point in Canada soon.”
0000534,2016 10 03 3,0.606449,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,5,"I can highlight the Premier of Quebec, who just pointed out that our approach on carbon pricing respects provincial jurisdictions."
0000930,2015 04 01 9,0.606748,"M. François Pilon (Laval—Les Îles, NPD)",NDP,7,3,Will the government honour the City of Laval's request or will it plough ahead with the installation of community boxes?
0000267,2017 05 05 6,0.607888,"Hon. Pierre Poilievre (Carleton, CPC)",CPC,6,2,"We already knew about the Prime Minister's meetings with billionaires at Davos and at the Shangri-La Hotel, where he discussed the intimate details of this infrastructure bank. "
0001020,2015 01 28 9,0.607980,"Hon. Rob Nicholson (Minister of National Defence, CPC)",CPC,6,2,"The Liberals, in voting against all of these measures, probably missed all of this, but we are taking on an advise and assist role on the ground with the Iraqis, and we are conducting air strikes with our allies out of Kuwait."
0000408,2016 12 12 7,0.608431,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,5,Individuals in my rural riding and others have received the postcard.
0000697,2016 04 11 6,0.608607,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,4,"Mr. Speaker, the NDP condemned the TPP without even reading it. "
0000799,2015 12 09 8,0.609101,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,5,6,"While the prices are low, we will be modernizing the National Energy Board, so when pipelines are built, they will have the confidence of Canadians."
0000200,2017 06 13 9,0.609537,Karen McCrimmon,LPC,5,5,"Mr. Speaker, I have an easy answer: no. I do not know of this particular situation, but I would be happy to sit down and discuss this after the session."
0000927,2015 04 01 6,0.610217,"Ms. Niki Ashton (Churchill, NDP)",NDP,6,5,"These are very strong words, words that must be acknowledged by the Prime Minister."
0000013,2017 12 08 2,0.610543,Gerard Deltell,CPC,5,5,I hope that the measures will be introduced next week at the latest so we can debate them here in the House.
0000574,2016 06 15 3,0.611599,"Ms. Tracey Ramsey (Essex, NDP)",NDP,5,5,"Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. "
0000242,2017 05 15 1,0.615363,Amarjeet Sohi,LIB,6,3,"We are there to support them, whether we do that through our traditional funding models, which took billions and billions of dollars, or allow the infrastructure bank to build more infrastructure for Canadian—"
0000392,2017 01 30 1,0.617239,"Hon. Thomas Mulcair (Outremont, NDP)",NDP,6,4,    What does the Prime Minister intend to do to provide ongoing assistance to the thousands of refugees who are now banned from the United States?
0000311,2017 03 20 0,0.617878,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,7,1,"They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses."
0000135,2017 10 05 4,0.618636,Rachael Harder,CPC,5,5,"Mr. Speaker, Dina and Maurice are farmers in my riding."
0000664,2016 04 22 3,0.618651,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",LIB,5,7,"The good news is that all of these refugees are now located where they should be, in the towns and cities across the country."
0000317,2017 03 20 6,0.618751,"Mr. Glen Motz (Medicine Hat—Cardston—Warner, CPC)",CPC,6,3,Will the Prime Minister confirm that he is using Privy Council Office resources to again help campaign in the upcoming five by-elections?
0000119,2017 10 20 8,0.620004,Kamal Khera,LIB,6,5,"As the Prime Minister stated, we will not be going after anyone's retail employee discounts."
0000047,2017 11 28 6,0.621680,Joel Lightbound,LIB,5,4,"Under the Conservatives, not only was it taxable, but it was also sent to all families, regardless of income."
0000177,2017 09 19 6,0.621891,Michel Picard,LIB,5,7,"In light of our strong economic growth and proof that our plan for the middle class is working, can the Minister of Finance tell us about the current economic situation?"
0000256,2017 05 10 5,0.622117,Justin Trudeau,LIB,5,7,"  Mr. Speaker, I am very happy to work with the Conflict of Interest and Ethics Commissioner to answer any questions she may have."
0001015,2015 01 28 4,0.622361,"Mr. Justin Trudeau (Papineau, Lib.)",LIB,5,3,"Mr. Speaker, once again, with income splitting, the government will favour Canadians who earn over $233,000 per year. "
0000871,2015 05 15 0,0.622547,"Ms. Rosane Doré Lefebvre (Alfred-Pellan, NDP)",NDP,7,2,We share the intense sorrow of the families affected by this tragic event.
0000007,2017 12 13 6,0.622660,Justin Trudeau,LIB,5,8,We have improved the benefits they receive.
