,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
568,2016 09 19 8,27,2016-09-19,"We are going to be going in with eyes wide open, making sure that we have all the necessary information to allow the military to do its work, as well as the Minister of Foreign Affairs and the Minister of International Development.","We are going to be going in with eyes wide open, making sure that we have all the necessary information to allow the military to do its work, as well as the Minister of Foreign Affairs and the Minister of International Development.",0,569,LIB,9.54,0.839199475865046,0.839199475865046,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",41M 45S,1.3533113385908238,https://youtu.be/nBbToQI-Sdc
569,2016 09 19 9,5,2016-09-19,Is that what Liberal Canada looks like?,"Est-ce cela, le Canada des libéraux?",1,570,BQ,3.27,0.06428817857522517,-0.06428817857522517,"Mr. Rhéal Fortin (Rivière-du-Nord, BQ)",44M 55S,0.27408970691197154,https://youtu.be/lhpj1Sl4dug
570,2016 06 15 0,12,2016-06-15,"We know that, but will an agreement finally be reached to help the economies of every province in the country?","Nous savons cela, mais est-ce qu'il y aura enfin une entente pour aider l'économie de toutes les provinces du pays?",1,571,CPC,5.11,0.07881754318909122,0.07881754318909122,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",1M 46S,0.34240809537212563,https://youtu.be/KNSITBaYVvU
571,2016 06 15 1,19,2016-06-15,"Mr. Speaker, I would like to take this opportunity to inform the House that today the parliament of Sweden rejected the same kind of motion by a vote of 268 to 43.","Mr. Speaker, I would like to take this opportunity to inform the House that today the parliament of Sweden rejected the same kind of motion by a vote of 268 to 43.",0,572,LIB,14.16,0.15701074248863722,0.15701074248863722,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",3M 23S,0.8453243989076459,https://youtu.be/xNoiRG6CDdE
572,2016 06 15 2,7,2016-06-15,"Mr. Speaker, Canada used to be a moral leader. ","Mr. Speaker, Canada used to be a moral leader. ",0,573,CPC,2.31,0.0021578653582504798,0.0021578653582504798,"Hon. Jason Kenney (Calgary Midnapore, CPC)",4M 14S,0.3057621488613742,https://youtu.be/81wLh59agcY
573,2016 06 15 3,18,2016-06-15,"Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. ","Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. ",0,574,NDP,11.1,0.0010702453603569362,-0.0010702453603569362,"Ms. Tracey Ramsey (Essex, NDP)",18M 12S,0.6535841904364393,https://youtu.be/ayn7kk_YB5M
574,2016 06 15 4,13,2016-06-15,Why are Liberals moving ahead with the damaging TPP without meaningful consultations with indigenous peoples in Canada?,Why are Liberals moving ahead with the damaging TPP without meaningful consultations with indigenous peoples in Canada?,0,575,NDP,7.35,0.1930088849767344,-0.1930088849767344,"Ms. Tracey Ramsey (Essex, NDP)",18M 18S,0.8286208083383306,https://youtu.be/wtc-CfBKKGw
575,2016 06 15 5,10,2016-06-15,"Will the minister take responsibility for her office, and end this discriminatory and dangerous practice?","Will the minister take responsibility for her office, and end this discriminatory and dangerous practice?",0,576,NDP,5.32,0.37273822427336456,-0.37273822427336456,"Mr. Charlie Angus (Timmins—James Bay, NDP)",19M 36S,0.6608464022553692,https://youtu.be/vcF53cyVmTA
576,2016 06 15 6,12,2016-06-15,The NIHB program covers over $1 billion in health benefits for first nations and Inuit every year.,The NIHB program covers over $1 billion in health benefits for first nations and Inuit every year.,0,577,LIB,6.48,0.4427360237958575,0.4427360237958575,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",19M 45S,0.5025946260180458,https://youtu.be/gUUr93MukHM
577,2016 06 15 7,13,2016-06-15,It is important that there be a competitive market in credit card fees so consumers can be well treated.,It is important that there be a competitive market in credit card fees so consumers can be well treated.,0,578,LIB,6.55,0.18777279949946601,0.18777279949946601,"Hon. Bill Morneau (Minister of Finance, Lib.)",33M 6S,0.6738557306151571,https://youtu.be/xBL35RjedRc
578,2016 06 15 8,17,2016-06-15,"The applications that are made by police authorities need to be proportionate, they need to be justified on the grounds of the subject matter under investigation. ","The applications that are made by police authorities need to be proportionate, they need to be justified on the grounds of the subject matter under investigation. ",0,579,LIB,11.38,0.11207986736137954,-0.11207986736137954,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",40M 47S,0.7143018110322634,https://youtu.be/sV7nf2P6Oss
579,2016 06 15 9,13,2016-06-15,We further enforce international requirements on foreign vessels operating in Canada through the port state control program.,We further enforce international requirements on foreign vessels operating in Canada through the port state control program.,0,580,LIB,7.36,0.3329723185576898,0.3329723185576898,"Hon. Marc Garneau (Minister of Transport, Lib.)",44M 22S,0.5427869742852636,https://youtu.be/KcIGSxpD5z8
580,2016 06 10 0,12,2016-06-10,"As the prestigious and very distinguished Minister of Foreign Affairs put it so well, it is unavoidable.","Comme le disait d'ailleurs si bien ce prestigieux et très émérite personnage s'il en est un, le ministre des Affaires étrangères, c'est inévitable.",1,581,CPC,8.45,0.05117010685899004,0.05117010685899004,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",44S,0.775101941230397,https://youtu.be/c3n-AgeVTz4
581,2016 06 10 1,20,2016-06-10,"Today, we are risk-managing a gap between our NORAD commitments and our NATO commitments, in part because we inherited a bit of a mess from the previous government. ","Today, we are risk-managing a gap between our NORAD commitments and our NATO commitments, in part because we inherited a bit of a mess from the previous government. ",0,582,LIB,12.19,0.2090994199617333,0.2090994199617333,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",5M 7S,1.1795288253321943,https://youtu.be/QDsKw1lq1lM
582,2016 06 10 2,20,2016-06-10,"Nearly 99% of pharmacy claims and 90% of the dental claims were approved, and more than 90% of the pharmacy claims were approved instantly at the point of the sale.","Nearly 99% of pharmacy claims and 90% of the dental claims were approved, and more than 90% of the pharmacy claims were approved instantly at the point of the sale.",0,583,LIB,9.2,0.39809585006358766,-0.39809585006358766,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",7M 45S,0.6027783101266583,https://youtu.be/n5nvnGY3UWI
583,2016 06 10 3,27,2016-06-10,"Mr. Speaker, we believe that we have struck the right balance in Bill C-14 between protecting the vulnerable and the conscience rights of health care professionals, and also providing access to medical assistance in dying and protecting personal autonomy.","Mr. Speaker, we believe that we have struck the right balance in Bill C-14 between protecting the vulnerable and the conscience rights of health care professionals, and also providing access to medical assistance in dying and protecting personal autonomy.",0,584,LIB,24.58,0.7118287957522885,0.7118287957522885,"Mr. Sean Casey (Parliamentary Secretary to the Minister of Justice and Attorney General of Canada, Lib.)",8M 34S,1.3356389191217852,https://youtu.be/I9Bl4So54Pk
584,2016 06 10 4,5,2016-06-10,The panel meetings have been very well attended.,Il y a eu une très bonne participation lors des réunions du comité. ,1,585,LIB,4.44,0.1305585665561791,0.1305585665561791,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",20M 6S,0.3564729444749121,https://youtu.be/S2KJG_YcZxA
585,2016 06 10 5,7,2016-06-10,We are waiting for the report in order to make a decision., Nous attendrons le rapport pour prendre une décision par la suite.,1,586,LIB,3.13,0.018622168772188696,-0.018622168772188696,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",20M 18S,0.3021328883977341,https://youtu.be/Ys7hmtaoxg4
586,2016 06 10 6,13,2016-06-10,"Therefore, the question is based upon gossip and rumour, and wherever else the hon. member gets his source of information.","Therefore, the question is based upon gossip and rumour, and wherever else the hon. member gets his source of information.",0,587,LIB,10.14,0.04515737972542409,-0.04515737972542409,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",25M 22S,0.6073014798800742,https://youtu.be/dMrpxrQ8-fA
587,2016 06 10 7,10,2016-06-10,The TRC's call to action number 43 calls on the government to do the same.,The TRC's call to action number 43 calls on the government to do the same.,0,588,NDP,4.43,0.04632449269826925,-0.04632449269826925,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",32M 56S,0.2776252896125827,https://youtu.be/i91-SNC3Ky4
588,2016 06 10 8,21,2016-06-10,"Most in my riding are patiently waiting for a positive decision by the Liberals on Pacific Northwest LNG, a decision that would address the growing Liberal deficit by providing billions in revenue.","Most in my riding are patiently waiting for a positive decision by the Liberals on Pacific Northwest LNG, a decision that would address the growing Liberal deficit by providing billions in revenue.",0,589,CPC,11.17,0.3365187140121374,-0.3365187140121374,"Mr. Bob Zimmer (Prince George—Peace River—Northern Rockies, CPC)",37M 0S,1.207472471311381,https://youtu.be/KKSpX96onSE
589,2016 06 10 9,20,2016-06-10,"What we have done is that when a veteran believes his claim has been incorrectly assessed, we have set up an independent review process, the Veterans Review and Appeal Board. ","What we have done is that when a veteran believes his claim has been incorrectly assessed, we have set up an independent review process, the Veterans Review and Appeal Board. ",0,590,LIB,11.1,0.1973731241066291,-0.1973731241066291,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",42M 29S,0.8484393056226378,https://youtu.be/dbLDyDcE2I8
590,2016 06 07 0,17,2016-06-07,"Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?","Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?",0,591,CPC,7.43,0.5062041579866283,-0.5062041579866283,"Mr. Blake Richards (Banff—Airdrie, CPC)",22M 3S,0.8784681663237282,https://youtu.be/68l-GHOO7fg
591,2016 06 07 1,18,2016-06-07,"Mr. Speaker, the men and women of the Canadian Coast Guard work hard to protect Canadians and the bodies of water from coast to coast to coast.","Mr. Speaker, the men and women of the Canadian Coast Guard work hard to protect Canadians and the bodies of water from coast to coast to coast.",0,592,LIB,7.29,0.7827286531017826,0.7827286531017826,"Hon. Mark Eyking (Sydney—Victoria, Lib.)",25M 11S,0.8163149901998362,https://youtu.be/_e7bdOSP4lY
592,2016 06 07 2,23,2016-06-07,"We think a better idea is to have a transparent process, with predictable timelines and ways in which Canadians can let government know what they think is in the national interest, after which the government will decide.","We think a better idea is to have a transparent process, with predictable timelines and ways in which Canadians can let government know what they think is in the national interest, after which the government will decide.",0,593,LIB,11.45,0.25016209130678496,0.25016209130678496,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",29M 30S,1.14573125294971,https://youtu.be/t4fjQrZ58wQ
593,2016 06 07 3,27,2016-06-07,"In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department.","In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department.",0,594,LIB,18.59,0.7853876215896369,0.7853876215896369,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",39M 10S,1.2828804842179773,https://youtu.be/eMKm_fJ-J64
594,2016 06 07 4,11,2016-06-07,"Mr. Speaker, today the Commissioner of Official Languages tabled a scathing report on Air Canada.","Monsieur le Président, le commissaire aux langues officielles a déposé aujourd'hui un rapport accablant sur Air Canada.",1,595,NDP,5.24,0.3305479719835733,0.3305479719835733,"Mr. François Choquette (Drummond, NDP)",39M 11S,0.5546025735592204,https://youtu.be/n29rKPtf6X8
595,2016 06 07 5,10,2016-06-07, Will the Liberals commit today to taking action to resolve this problem once and for all?, Les libéraux peuvent-ils s'engager aujourd'hui à agir pour régler une fois pour toutes ce problème?,1,596,NDP,6.19,0.12464464950400202,-0.12464464950400202,"Mr. François Choquette (Drummond, NDP)",39M 57S,0.5249861782587166,https://youtu.be/yXgBNCrLMkI
596,2016 06 07 6,21,2016-06-07,"The city of Toronto will receive $840 million in phase one, which can include active transportation, as we currently develop our second term, phase two, long-term plan.","The city of Toronto will receive $840 million in phase one, which can include active transportation, as we currently develop our second term, phase two, long-term plan.",0,597,LIB,13.42,0.8536766272383312,0.8536766272383312,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",41M 29S,1.1544077245863653,https://youtu.be/uYuxio1fXFo
597,2016 06 07 7,24,2016-06-07," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor."," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor.",0,598,LIB,14.17,0.6741883584888585,0.6741883584888585,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",42M 37S,1.4075244261891515,https://youtu.be/jSQ0XYXjX7Y
598,2016 06 07 8,12,2016-06-07,"Mr. Speaker, I assure my colleague that our two official languages are very important to this government. ","Monsieur le Président, je tiens à rassurer mon collègue quant à l'importance pour le gouvernement de nos deux langues officielles. ",1,599,LIB,8.38,0.47382001016688136,0.47382001016688136,"Hon. Mélanie Joly (Minister of Canadian Heritage, Lib.)",44M 55S,0.6147373891768179,https://youtu.be/GE9QdZOqzYo
599,2016 06 07 9,18,2016-06-07,"That is why I will work with my colleague, the Minister of Transport, on this issue, to ensure that the recommendations of the Commissioner of Official Languages will be examined.","Monsieur le Président, je tiens à rassurer mon collègue quant à l'importance pour le gouvernement de nos deux langues officielles. ",1,600,LIB,11.1,0.5734253045749418,0.5734253045749418,"L’hon. Mélanie Joly (ministre du Patrimoine canadien, Lib.)",45M 16S,1.0174010779529843,https://youtu.be/FV5-NFSDynY
600,2016 06 02 0,23,2016-06-02,The real question is this: will the Liberals try to change the rules of democracy to their advantage or are they trying out an agreement with the NDP rather than consulting Canadians directly through a referendum?,"La vraie question est la suivante: vont-ils essayer de changer les règles de la démocratie à leur avantage, ou tentent-ils une entente libérale-néo-démocrate au lieu de consulter directement tous les Canadiens et Canadiennes par référendum?",1,601,CPC,15.19,0.3787821329564655,-0.3787821329564655,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",3M 33S,0.8660934093973733,https://youtu.be/LsojpcjC0PY
601,2016 06 02 1,15,2016-06-02,"Mr. Speaker, as I just said, we are aware of the industry's concerns about the use of diafiltered milk in cheese production.","Monsieur le Président, comme je viens de le dire, nous sommes conscients des préoccupations de l'industrie quant à l'utilisation du lait diafiltré dans la fabrication du fromage.",1,602,LIB,8.04,0.0059164557439674165,-0.0059164557439674165,"Mr. Jean-Claude Poissant (Parliamentary Secretary to the Minister of Agriculture and Agri-Food, Lib.)",8M 36S,0.46523009701299345,https://youtu.be/jHufenp2vZ8
602,2016 06 02 2,18,2016-06-02,"Mr. Speaker, days ago I met, along with the Minister of Sport and Persons with Disabilities, with the Elections Canada advisory group on persons with disabilities.","Mr. Speaker, days ago I met, along with the Minister of Sport and Persons with Disabilities, with the Elections Canada advisory group on persons with disabilities.",0,603,LIB,14.17,0.5374518965483212,0.5374518965483212,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",10M 47S,0.8050242570648802,https://youtu.be/QqqkW0V6m4c
603,2016 06 02 3,10,2016-06-02,Our job is to ensure that the voices of the marginalized are included in this conversation.,Our job is to ensure that the voices of the marginalized are included in this conversation.,0,604,LIB,4.29,0.19631443829608283,0.19631443829608283,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",11M 15S,0.38450471862285795,https://youtu.be/jhwCUdXcEDw
604,2016 06 02 4,21,2016-06-02,"In my riding of Kingston and the Islands two prison farms were closed in Collins Bay and Joyceville, without proper consultation of the public and to widespread concern from the public.","In my riding of Kingston and the Islands two prison farms were closed in Collins Bay and Joyceville, without proper consultation of the public and to widespread concern from the public.",0,605,LIB,11.24,0.06863675920093164,0.06863675920093164,"Mr. Mark Gerretsen (Kingston and the Islands, Lib.)",27M 2S,0.9024264677926631,https://youtu.be/utn0wcYdo0o
605,2016 06 02 5,8,2016-06-02,I thank the member for Kingston and the Islands for contributing to that goal.,I thank the member for Kingston and the Islands for contributing to that goal.,0,606,LIB,4.56,0.3934412912515524,0.3934412912515524,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",27M 46S,0.5137084400464249,https://youtu.be/W3vC62DRueg
606,2016 06 02 6,20,2016-06-02,"Mr. Speaker, the Ethics Commissioner has ruled that the new Minister of Fisheries, Oceans and the Canadian Coast Guard cannot have any dealings with the Irving family.","Mr. Speaker, the Ethics Commissioner has ruled that the new Minister of Fisheries, Oceans and the Canadian Coast Guard cannot have any dealings with the Irving family.",0,607,CPC,8.38,0.26869015955058534,0.26869015955058534,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",27M 55S,0.7859821832576667,https://youtu.be/pWVQhWEOoik
607,2016 06 02 7,10,2016-06-02,"That is what the minister pledged to do, and that is what he will do in the future.","C'est ce que le ministre s'est engagé à faire, et c'est ce qu'il fera à l'avenir.",1,608,LIB,2.59,0.016075645241861433,-0.016075645241861433,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",30M 51S,0.45785130154711495,https://youtu.be/-oLDYCwvn-U
608,2016 06 02 8,18,2016-06-02,"The commissioner recommended screening measures for the minister's office, and the minister will recuse himself from any discussion or decision involving Mr. Irving and his businesses.","La commissaire a recommandé la mise en place de mesures de filtrage pour le cabinet du ministre, et le ministre se retirera de toute discussion ou décision touchant M. Irving et ses entreprises.",1,609,LIB,10.21,0.01953890594969774,0.01953890594969774,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",31M 47S,0.7076844082954006,https://youtu.be/m4_45nbnv3w
609,2016 06 02 9,17,2016-06-02,“We sell beer in all 50 states in the United States with pretty open borders and hopefully we'll get to that point in Canada soon.”,“We sell beer in all 50 states in the United States with pretty open borders and hopefully we'll get to that point in Canada soon.”,0,610,CPC,6.47,0.19892289086211734,0.19892289086211734,"Mr. Dan Albas (Central Okanagan—Similkameen—Nicola, CPC)",39M 11S,0.7108751842502637,https://youtu.be/Lc_D_RKI7mw
610,2016 05 20 0,17,2016-05-20,"They have already rigged the deck on the electoral reform committee, giving themselves a majority, when a majority of Canadians do not even support them.","They have already rigged the deck on the electoral reform committee, giving themselves a majority, when a majority of Canadians do not even support them.",0,611,CPC,6.54,0.25936119222335813,-0.25936119222335813,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",2M 29S,0.9330225462129289,https://youtu.be/1icdVd6XlMY
611,2016 05 20 1,18,2016-05-20,"This may not be okay with the members opposite, but that is our way of ensuring that Canadians in 21st century Canada are included in this important conversation.","This may not be okay with the members opposite, but that is our way of ensuring that Canadians in 21st century Canada are included in this important conversation.",0,612,LIB,10.35,0.3250216573692991,0.3250216573692991,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",4M 56S,1.0612399624910074,https://youtu.be/VK4_OEDDsFg
612,2016 05 20 2,20,2016-05-20," Madam Speaker, the government is committed to open and transparent competitions that balance the socio-economic needs of the government and the country with those of the industry that we have in this country."," Madam Speaker, the government is committed to open and transparent competitions that balance the socio-economic needs of the government and the country with those of the industry that we have in this country.",0,613,LIB,12.05,0.5414958919209312,0.5414958919209312,"Ms. Leona Alleslev (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",18M 51S,0.8083061407908514,https://youtu.be/0kIjPJory2M
613,2016 05 20 3,12,2016-05-20,"Madam Speaker, yesterday, the National Energy Board recommended the Kinder Morgan pipeline project for approval.","Madam Speaker, yesterday, the National Energy Board recommended the Kinder Morgan pipeline project for approval.",0,614,CPC,6.47,0.06164818253767283,0.06164818253767283,"Hon. Candice Bergen (Portage—Lisgar, CPC)",20M 16S,0.5777639969185527,https://youtu.be/USvTfK6SPuY
614,2016 05 20 4,25,2016-05-20,"We have asked that the panel members travel the pipeline route to hear from and talk to indigenous peoples and local communities, and report back to the minister by November 1, for a decision on or before December—","We have asked that the panel members travel the pipeline route to hear from and talk to indigenous peoples and local communities, and report back to the minister by November 1, for a decision on or before December—",0,615,LIB,13,0.024985116546823935,0.024985116546823935,"Ms. Kim Rudd (Parliamentary Secretary to the Minister of Natural Resources, Lib.)",21M 7S,0.9528637743226553,https://youtu.be/n0_zZdtvvrE
615,2016 05 20 5,19,2016-05-20,"Madam Speaker, the advisory panel of the Minister of Fisheries, Oceans and the Canadian Coast Guard to study northern shrimp allocation is woefully unbalanced and biased.","Madam Speaker, the advisory panel of the Minister of Fisheries, Oceans and the Canadian Coast Guard to study northern shrimp allocation is woefully unbalanced and biased.",0,616,CPC,6.54,0.04581977344059844,-0.04581977344059844,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",30M 23S,1.0833584457723189,https://youtu.be/CV8yd8eOUaI
616,2016 05 20 6,12,2016-05-20,Why did the minister appoint someone with such a clear bias on shrimp allocation to his advisory panel?,Why did the minister appoint someone with such a clear bias on shrimp allocation to his advisory panel?,0,617,CPC,5.59,0.2653959886125189,-0.2653959886125189,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",30M 48S,0.6764056642028404,https://youtu.be/6-ddYdhAR18
617,2016 05 20 7,14,2016-05-20,"Will the government commit to introducing proactive pay equity legislation within the next six months, yes or no?","Will the government commit to introducing proactive pay equity legislation within the next six months, yes or no?",0,618,NDP,7.36,0.05335618178859083,0.05335618178859083,"Ms. Sheri Benson (Saskatoon West, NDP)",33M 19S,0.46510066673259387,https://youtu.be/qMVa_5LtEVA
618,2016 05 20 8,9,2016-05-20,"Madam Speaker, having a gender wage gap in Canada in 2016 is unacceptable.","Madam Speaker, having a gender wage gap in Canada in 2016 is unacceptable.",0,619,LIB,4.36,0.07154497766168785,0.07154497766168785,"Ms. Anju Dhillon (Parliamentary Secretary for Status of Women, Lib.)",33M 25S,0.606833714817185,https://youtu.be/rPvOLRkNkD0
619,2016 05 20 9,12,2016-05-20,How many studies does the Minister of Agriculture and Agri-Food need just to require the AquAdvantage salmon to be labelled?,De combien d'études le ministre de l'Agriculture et de l'Agroalimentaire a-t-il besoin seulement pour obliger l'étiquetage des saumons AquAdvantage?,1,620,BQ,9.27,0.10841019566162556,0.10841019566162556,"Ms. Monique Pauzé (Repentigny, BQ)",43M 40S,0.5620977033582416,https://youtu.be/7ocCmETaBSA
620,2016 05 17 0,34,2016-05-17," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects."," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects.",0,621,LIB,18.32,0.42416864630234036,0.42416864630234036,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",35S,1.8759602462773082,https://youtu.be/NgH3ZtQyXJY
621,2016 05 17 1,19,2016-05-17," That is why we are proud to introduce a bill on Air Canada that will guarantee jobs in Manitoba, Ontario, and Quebec in Air Canada's manufacturing and aircraft maintenance sectors. ","C'est pourquoi nous sommes fiers de mettre en avant un projet de loi sur Air Canada qui va garantir des emplois au Manitoba, en Ontario et au Québec dans les secteurs de la fabrication et de l'entretien des avions d'Air Canada.",1,622,LIB,14.23,0.6889239024936354,0.6889239024936354,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",9M 19S,0.9296571831385206,https://youtu.be/Au6m24sG2OU
622,2016 05 17 2,13,2016-05-17,We are going to build a strong aerospace industry in Canada for the future through our bills and our commitment.,"Nous allons bâtir une industrie aéronautique forte au Canada pour les années à venir, grâce à nos projets de loi et à notre engagement.",1,623,LIB,7.37,0.8548935076687485,0.8548935076687485,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",9M 19S,1.0697851368957865,https://youtu.be/oi2y_WRb_No
623,2016 05 17 3,18,2016-05-17,Can the minister reassure us that she will do everything she can to convince the Prime Minister of Canada of the importance of holding a referendum to consult all Canadians?,La ministre peut-elle nous assurer qu'elle va tout mettre en oeuvre pour convaincre le premier ministre du Canada de l'importance de consulter tous les Canadiens et Canadiennes par voie de référendum?,1,624,CPC,11.13,0.01662910606163287,0.01662910606163287,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",13M 56S,0.6472353315288535,https://youtu.be/pAOrMv6Nxv0
624,2016 05 17 4,20,2016-05-17,We believe that the historic investments for indigenous communities in budget 2016 and the generous and fair Canada child tax benefit will lift many children out of poverty.,Nous sommes convaincus que les investissements historiques contenus dans le budget de 2016 pour les communautés autochtones et la généreuse et juste Prestation fiscale canadienne pour enfants permettront de sortir plusieurs enfants de la pauvreté.,1,625,LIB,21.13,0.5855080726656264,0.5855080726656264,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",19M 31S,0.9618112672885349,https://youtu.be/CSCsGB-f6D0
625,2016 05 17 5,5,2016-05-17,"That is, to reach out in their communities to those—","That is, to reach out in their communities to those—",0,626,LIB,22.55,0.09359354938351318,0.09359354938351318,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",23M 13S,0.2956053591988166,https://youtu.be/Eqct-Z1WXAw
626,2016 05 17 6,30,2016-05-17,"Since being elected, I have worked very hard, as my colleagues can attest, to achieve full independence for the Royal Military College Saint-Jean with respect to university teaching, thereby promoting the use of French, one of the pillars of our Canadian identity.","Depuis mon élection, je travaille avec vigueur, et mes collègues peuvent en témoigner, afin de pourvoir le Collège militaire royal de Saint-Jean d'une pleine autonomie en matière d'enseignement universitaire et ainsi de favoriser le français, l'un des fondements de notre identité canadienne.",1,627,LIB,16.58,1.4233636815957396,1.4233636815957396,"Mr. Jean Rioux (Saint-Jean, Lib.)",28M 55S,1.6797282259171231,https://youtu.be/P1J7BueTtXg
627,2016 05 17 7,47,2016-05-17,"Mr. Speaker, an independent group of distinguished western Canadians, all of whom will be known to those members, will, along with the regulator, assess the evidence that has been offered by Canadian people, evidence-based through the regulatory process, along with an assessment of upstream greenhouse gas emissions, along with meaningful consultation with indigenous communities, all of which must be in place if we are going to carry the confidence of Canadians.","Mr. Speaker, an independent group of distinguished western Canadians, all of whom will be known to those members, will, along with the regulator, assess the evidence that has been offered by Canadian people, evidence-based through the regulatory process, along with an assessment of upstream greenhouse gas emissions, along with meaningful consultation with indigenous communities, all of which must be in place if we are going to carry the confidence of Canadians.",0,628,LIB,33.38,1.1010949641609582,1.1010949641609582,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",34M 1S,1.8900908611321938,https://youtu.be/bBP3YIas4WY
628,2016 05 17 8,11,2016-05-17,"We did that in coordination with our allies, the U.S. and the EU, which is what makes them effective.","We did that in coordination with our allies, the U.S. and the EU, which is what makes them effective.",0,629,LIB,6.22,0.37288185159247533,0.37288185159247533,"Ms. Pam Goldsmith-Jones (Parliamentary Secretary to the Minister of Foreign Affairs, Lib.)",38M 53S,0.6748732413221399,https://youtu.be/ASY5EB1KzoY
629,2016 05 17 9,14,2016-05-17,We have long known that a Conservative-filled board of directors was meeting in secret and not making its minutes public.,"Depuis longtemps, on sait qu'un conseil d'administration rempli de conservateurs se réunit en secret et ne publie pas ses procès-verbaux.",1,630,NDP,7.16,0.2332443712522426,-0.2332443712522426,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",42M 51S,0.6298774610383719,https://youtu.be/F0pVwNi46c4
630,2016 05 12 0,11,2016-05-12,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?,0,631,CPC,6.4,0.23551397682915975,-0.23551397682915975,"Hon. Jason Kenney (Calgary Midnapore, CPC)",32S,0.6584028253855649,https://youtu.be/F-Y65ci_wqI
