Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
451,2016-11-21,2016 11 21 0,https://youtu.be/adMQhqCi1fI,4M 2S,"Hon. Gerry Ritz (Battlefords—Lloydminster, CPC)",0,CPC,5.04," Why are our Prime Minister and our Minister of International TradeMIA, allowing Canada to be left out of this important deal?"," Why are our Prime Minister and our Minister of International TradeMIA, allowing Canada to be left out of this important deal?",   why    prime minister       minister international trademia allow canada leave important deal,Positive,Negative,-0.71592748,Positive,Negative,-0.62700081,3.181818181818182,6.806,0.7315394204421399
452,2016-11-21,2016 11 21 1,https://youtu.be/X1K1z0rA20w,6M 16S,"Ms. Tracey Ramsey (Essex, NDP)",0,NDP,3.34,Trade with Europe is too important to get wrong.,Trade with Europe is too important to get wrong.,trade europe important wrong,Negative,Negative,-0.67138308,Negative,Negative,-0.51278669,3.181818181818182,3.409,0.5109015463162402
453,2016-11-21,2016 11 21 2,https://youtu.be/-uJ2vNYslEI,7M 50S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,LIB,2.53,"In opposition, I was our party's trade critic.","In opposition, I was our party's trade critic.",in opposition  party 's trade critic,Positive,Positive,0.73283988,Positive,Positive,0.92570496,4.507575757575758,5.7655,0.5222055534572914
454,2016-11-21,2016 11 21 3,https://youtu.be/ODPdAiH3K8w,8M 1S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,LIB,15.53,"What astonishes me is that the NDP, which was able to support a trade agreement with South Korea, finds itself in 2016 unable to support the world's most progressive trade agreement.","What astonishes me is that the NDP, which was able to support a trade agreement with South Korea, finds itself in 2016 unable to support the world's most progressive trade agreement.",what astonish ndp able support trade agreement south korea find 2016 unable support world 's progressive trade agreement,Positive,Positive,0.92117232,Positive,Negative,-0.67539424,5.170454545454547,9.4785,0.7502885603761974
455,2016-11-21,2016 11 21 4,https://youtu.be/Ul4FWMJU1Ds,18M 6S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,11.24,"Mr. Speaker, while we are focused on creating jobs for the middle class and growing the economy for hard-working Canadians, what are the opposition members focused on? ","Mr. Speaker, while we are focused on creating jobs for the middle class and growing the economy for hard-working Canadians, what are the opposition members focused on? ",mr. speaker focus create job middle class grow economy hard work canadians opposition member focus   ,Positive,Positive,0.93832803,Positive,Negative,-0.62535024,4.126912691269127,5.8895,0.7135131147630136
456,2016-11-21,2016 11 21 5,https://youtu.be/ya9XgMb8sCI,19M 13S,"Ms. Rachel Blaney (North Island—Powell River, NDP)",0,NDP,3,Why is it so determined to sell it off?,Why is it so determined to sell it off?,why determined sell,Negative,Negative,-0.99998057,Negative,Negative,-0.88206357,5.69377990430622,6.7,0.061422945225842907
457,2016-11-21,2016 11 21 6,https://youtu.be/eWJ3FpLxCQY,20M 9S,"Mr. Guy Caron (Rimouski-Neigette—Témiscouata—Les Basques, NDP)",1,NDP,8.03,"As Michael Sabia, a government adviser, has previously said, investors in this infrastructure bank will want to see a 7% to 9% return.","Comme l'a déjà dit Michael Sabia, un conseiller du gouvernement, les investisseurs de cette banque de l'infrastructure vont vouloir un rendement de 7 % à 9 %.",as michael sabia government adviser previously say investor infrastructure bank want 7 9 return,Negative,Positive,0.91987699,Negative,Negative,-0.66566122,3.6842105263157903,5.385999999999999,0.3720695217357888
458,2016-11-21,2016 11 21 7,https://youtu.be/7959nGPqxwU,27M 54S,"Mr. Fin Donnelly (Port Moody—Coquitlam, NDP)",0,NDP,8.59,Will the government eliminate this problem by supporting my bill to transition this industry to safe closed containment and protect marine mammals?,Will the government eliminate this problem by supporting my bill to transition this industry to safe closed containment and protect marine mammals?,will government eliminate problem support bill transition industry safe closed containment protect marine mammal,Negative,Positive,0.52867401,Negative,Negative,-0.86950767,3.607954545454546,8.352500000000001,0.31783787289318716
459,2016-11-21,2016 11 21 8,https://youtu.be/YHdbfmqbUVY,39M 1S,"Mr. John Brassard (Barrie—Innisfil, CPC)",0,CPC,6.48,Many of our veterans have testified about suffering long-lasting and life-altering side effects after using this drug.,Many of our veterans have testified about suffering long-lasting and life-altering side effects after using this drug.,many veteran testify suffer long lasting life alter effect drug,Positive,Positive,0.79786068,Positive,Negative,-0.53851694,2.4242424242424243,2.2885,0.6968542172035846
460,2016-11-21,2016 11 21 9,https://youtu.be/CPtkX3WSb5M,47M 34S,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",1,BQ,9.54,Bill C-29 makes it possible for banks to circumvent Quebec's consumer protection laws and the business practices they govern. ,"Dans le projet de loi C-29, il permet aux banques de contourner les lois québécoises relatives à la protection des consommateurs et aux pratiques commerciales qui les visent.",bill    c-29    make possible bank circumvent quebec 's consumer protection law business practice govern   ,Positive,Positive,0.70005924,Positive,Negative,-0.50899392,2.735768903993203,5.0,0.6030050156184209
461,2016-11-16,2016 11 16 0,https://youtu.be/L2xRi_c9Ak8,15S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",0,CPC,7.29,"NAFTA has created jobs, helped our economy grow, and provided market certainty to Canadian exporters for years.","NAFTA has created jobs, helped our economy grow, and provided market certainty to Canadian exporters for years.",nafta create job help economy grow provide market certainty canadian exporter year,Positive,Positive,0.99807876,Positive,Positive,0.56224763,4.3458980044345905,8.5015,0.9185575967636139
462,2016-11-16,2016 11 16 1,https://youtu.be/caFKBfskLUw,6M 20S,"Hon. Marie-Claude Bibeau (Minister of International Development and La Francophonie, Lib.)",0,LIB,19.48,"This is why, after conducting meaningful oversight and negotiating an agreement that includes robust control measures, I announced today that Canada is providing $25 million in funding to UNRWA for their security and development, but also for the stability of the region.","This is why, after conducting meaningful oversight and negotiating an agreement that includes robust control measures, I announced today that Canada is providing $25 million in funding to UNRWA for their security and development, but also for the stability of the region.",this conduct meaningful oversight negotiate agreement include robust control measure  announce today canada provide $ 25 million funding unrwa security development stability region,Negative,Positive,0.78487104,Negative,Positive,0.64336342,3.9772727272727275,9.259500000000001,0.6170269677527552
463,2016-11-16,2016 11 16 2,https://youtu.be/yewzPLHvhi0,15M 7S,"Mr. David Anderson (Cypress Hills—Grasslands, CPC)",0,CPC,4.16,This is the kind of ongoing failure of leadership that we have seen from the Prime Minister.,This is the kind of ongoing failure of leadership that we have seen from the Prime Minister.,this kind ongoing failure leadership see    prime minister,Negative,Positive,0.62875158,Negative,Positive,0.62952459,4.0047021943573675,5.1290000000000004,0.17311754348159178
464,2016-11-16,2016 11 16 3,https://youtu.be/1fcxMakcvxk,18M 58S,"Ms. Rachel Blaney (North Island—Powell River, NDP)",0,NDP,10.42,"Mr. Speaker, in their platform, the Liberals argued that the government would use its strong credit rating and leading lending authority to meet municipalities' infrastructure needs.","Mr. Speaker, in their platform, the Liberals argued that the government would use its strong credit rating and leading lending authority to meet municipalities' infrastructure needs.",mr. speaker platform liberals argue government use strong credit rating lead lending authority meet municipality infrastructure need,Positive,Positive,0.74263519,Positive,Positive,0.62919474,4.266528925619834,7.929500000000001,0.6815704175163859
465,2016-11-16,2016 11 16 4,https://youtu.be/SZkmcY6YE98,20M 16S,"Mr. Guy Caron (Rimouski-Neigette—Témiscouata—Les Basques, NDP)",1,NDP,9.26,"During the election campaign, the Liberals said, “Interest rates are at historic lows, our current infrastructure is aging rapidly....Now is the time to invest.”","Pendant la campagne électorale, les libéraux disaient: « Les taux d'intérêt sont historiquement bas, nos infrastructures actuelles prennent de l'âge [...] Le moment est venu d'investir. »",during election campaign liberals say interest rate historic low current infrastructure age rapidly now time invest,Negative,Negative,-0.72383666,Negative,Positive,0.58376712,3.181818181818182,6.1315,0.3466110218243366
466,2016-11-16,2016 11 16 5,https://youtu.be/YK_9ZD5KQtg,24M 12S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,13.01,  I cannot deal with something that is before the courts but I do understand that there was a public meeting where the member did see that information.,  I cannot deal with something that is before the courts but I do understand that there was a public meeting where the member did see that information.,    deal court  understand public meeting member information,Positive,Positive,0.97197723,Positive,Negative,-0.57736647,3.181818181818182,5.0,0.9481851255850443
467,2016-11-16,2016 11 16 6,https://youtu.be/EnMz2nXfFTI,25M 5S,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,15.25,"Mr. Speaker, we have been very clear that the First Nations Financial Transparency Act did not work because it was imposed top-down and it accidentally penalized first nations businesses to predatory practices by competitors.","Mr. Speaker, we have been very clear that the First Nations Financial Transparency Act did not work because it was imposed top-down and it accidentally penalized first nations businesses to predatory practices by competitors.",mr. speaker clear first nations financial transparency act work impose accidentally penalize nation business predatory practice competitor,Negative,Negative,-0.69139934,Negative,Negative,-0.54770446,2.8359683794466406,3.75,0.4890933572867195
468,2016-11-16,2016 11 16 7,https://youtu.be/sJL1Tr1kwsE,34M 22S,"Hon. Marc Garneau (Minister of Transport, Lib.)",0,LIB,36.43,"Mr. Speaker, I would highly encourage my colleague across the way to read what we said in the oceans protection plan, because there is some very clear indication there, with respect to derelict and abandoned vessels, of a large number of initiatives that we are going to make in order to make owners accountable; also working with the provinces and territories as part of the mechanisms to clean up and, also in the long term, begin the process of cleaning up these hundreds of wrecks that are on our three coasts.","Mr. Speaker, I would highly encourage my colleague across the way to read what we said in the oceans protection plan, because there is some very clear indication there, with respect to derelict and abandoned vessels, of a large number of initiatives that we are going to make in order to make owners accountable; also working with the provinces and territories as part of the mechanisms to clean up and, also in the long term, begin the process of cleaning up these hundreds of wrecks that are on our three coasts.",mr. speaker  highly encourage colleague way read say ocean protection plan clear indication respect derelict abandon vessel large number initiative go order owner accountable work province territory mechanism clean long term begin process clean hundred wreck coast,Negative,Positive,0.8063333,Negative,Negative,-0.53272587,3.5433884297520666,9.2395,0.4758034380671649
469,2016-11-16,2016 11 16 8,https://youtu.be/XztZofBwb_M,34M 34S,"Mme Anne Minh-Thu Quach (Salaberry—Suroît, NPD)",1,NDP,5.11,"Mr. Speaker, there is currently nothing stopping another wreck from docking in Beauharnois, for example.","Monsieur le Président, il n'y a présentement absolument rien qui empêcherait l'arrivée d'une autre épave à Beauharnois, par exemple.",mr. speaker currently stop wreck dock beauharnois example,Negative,Negative,-0.89858198,Negative,Positive,0.71478254,4.019138755980862,1.8755,0.23258790655689765
470,2016-11-16,2016 11 16 9,https://youtu.be/PPyfHih6kWI,43M 50S,"Mr. Len Webber (Calgary Confederation, CPC)",0,CPC,7.15,Can the minister confirm that China is the main source of illegal fentanyl; and what has she done to stop it?,Can the minister confirm that China is the main source of illegal fentanyl; and what has she done to stop it?,can minister confirm china main source illegal fentanyl stop,Negative,Negative,-0.91936183,Negative,Negative,-0.56741607,3.181818181818182,1.4985,0.5944979644768628
471,2016-11-04,2016 11 04 0,https://youtu.be/96IiqyTRb6c,18S,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",1,CPC,9.47,"In October, Canada lost 23,000 full-time jobs because of the government's decisions.","En octobre, au Canada, il s'est perdu 23 000 emplois à temps plein à cause des décisions de ce gouvernement.","in october canada lose 23,000 time job government 's decision",Positive,Positive,0.96913439,Positive,Negative,-0.86843282,2.3994038748137108,2.9905000000000004,0.770587639265761
472,2016-11-04,2016 11 04 1,https://youtu.be/7t9M_9mR56o,18M 45S,"Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",1,NDP,3.48,"Our farmers are losing millions of dollars with every harvest, but that was to be expected.","Lors de chaque récolte, nos producteurs perdent des millions de dollars.", farmer lose million dollar harvest expect,Negative,Negative,-0.79316735,Negative,Negative,-0.75544059,3.181818181818182,2.9905000000000004,0.3859971240306902
473,2016-11-04,2016 11 04 2,https://youtu.be/1K88OrFfNn0,20M 26S,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,LIB,14.3,"Mr. Speaker, I would like to start by reassuring the marine industry, the St. Lawrence Seaway Management Corporation, and all users of the Seaway that the Coast Guard takes icebreaking operations very seriously and provides exemplary service.","Monsieur le Président, j'aimerais débuter par assurer à l'industrie maritime, à la Corporation de gestion de la Voie Maritime du Saint-Laurent et à tous les utilisateurs de cette voie maritime que la Garde côtière prend les opérations de déglaçage très au sérieux et offre des services exemplaires.",mr. speaker  like start reassure marine industry st.    lawrence seaway management corporation user seaway coast guard take icebreak operation seriously provide exemplary service,Negative,Negative,-0.73750418,Negative,Positive,0.60313898,2.645556690500511,7.4695,0.441325185596265
474,2016-11-04,2016 11 04 3,https://youtu.be/GMvc1xwkqPA,25M 10S,"L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",1,LIB,10.22,The fact is that the Conservative Party chose to name people like Irving Gerstein to the Senate and charge them with the responsibility—,Le fait est que le Parti conservateur a choisi de nommer des gens comme Irving Gerstein au Sénat et qu'il a choisi de leur donner la responsabilité de...,the fact conservative party choose people like irving gerstein senate charge responsibility—,Positive,Negative,-0.67084932,Positive,Positive,0.77430236,4.738142292490119,8.1845,0.5478617773054989
475,2016-11-04,2016 11 04 4,https://youtu.be/v-8NAN159cA,30M 43S,"M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",1,CPC,6.06,The government is about to send our soldiers to Mali to play social worker and talk to extremists. ,"Le gouvernement s'apprête à envoyer nos soldats, au Mali, jouer aux travailleurs sociaux pour discuter avec les extrémistes.",the government send soldier mali play social worker talk extremist   ,Negative,Negative,-0.53093183,Negative,Positive,0.6103546,3.873517786561265,6.7,0.38729360651883016
476,2016-11-04,2016 11 04 5,https://youtu.be/Bo2NCyxtl6A,33M 5S,"Mr. John Brassard (Barrie—Innisfil, CPC)",0,CPC,11.03,It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop.,It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop., halt previous minister veteran affair current member    durham    tell prime minister wrong court case veteran need stop,Positive,Negative,-0.73769748,Positive,Negative,-0.56388956,3.9706987227648387,1.7570000000000001,0.7184812996750224
477,2016-11-04,2016 11 04 6,https://youtu.be/StsMbHFEbxw,34M 15S,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",0,NDP,7.36,"The Conservative government in Manitoba does not get the importance of investing in post-secondary education for students, for construction workers, or for employers.","The Conservative government in Manitoba does not get the importance of investing in post-secondary education for students, for construction workers, or for employers.",the conservative government manitoba importance invest post secondary education student construction worker employer,Positive,Positive,0.55049628,Positive,Positive,0.72036088,3.5932601880877746,6.806,0.6583601161925309
478,2016-11-04,2016 11 04 7,https://youtu.be/kaxPTWlw7fA,34M 26S,"Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",0,NDP,9.06,Are Manitoba's Liberal MPs just going to sit there and watch as a short-sighted government on Broadway passes up funding of up to $100 million for Manitoba?,Are Manitoba's Liberal MPs just going to sit there and watch as a short-sighted government on Broadway passes up funding of up to $100 million for Manitoba?,be manitoba 's liberal mps go sit watch short sight government broadway pass funding $ 100 million manitoba,Negative,Negative,-0.90700841,Negative,Positive,0.55829102,3.181818181818182,5.0,0.40927080025904045
479,2016-11-04,2016 11 04 8,https://youtu.be/A3FNOyRz-o0,40M 1S,"Mr. Jean-Claude Poissant (Parliamentary Secretary to the Minister of Agriculture and Agri-Food, Lib.)",1,LIB,10.08,The Government of Canada will continue working with its provincial and territorial partners and consulting with stakeholders on the key elements that will define the next framework.,Le gouvernement du Canada continuera de collaborer avec les partenaires provinciaux et territoriaux et de consulter les intervenants sur les éléments clés qui définiront le prochain cadre.,the government canada continue work provincial territorial partner consult stakeholder key element define framework,Positive,Positive,0.93022543,Positive,Negative,-0.58519137,3.596837944664032,5.0,0.767145925322172
480,2016-11-04,2016 11 04 9,https://youtu.be/kfmNsY3LNs8,43M 8S,"Ms. Anju Dhillon (Parliamentary Secretary for Status of Women, Lib.)",0,LIB,17.02,"A gender-based violence strategy, an inquiry into missing and murdered indigenous women, gender-based analysis of our policies and all of our future budgets, pay equity legislation, over 3,000 shelter spaces, the Canada child benefit, a framework for early education and child care, and a national poverty reduction strategy.","A gender-based violence strategy, an inquiry into missing and murdered indigenous women, gender-based analysis of our policies and all of our future budgets, pay equity legislation, over 3,000 shelter spaces, the Canada child benefit, a framework for early education and child care, and a national poverty reduction strategy.","a gender base violence strategy inquiry miss murder indigenous woman gender base analysis policy future budget pay equity legislation 3,000 shelter space canada child benefit framework early education child care national poverty reduction strategy",Positive,Negative,-0.66498905,Positive,Negative,-0.50399077,3.568273831431727,0.8200000000000002,0.5446945749818676
481,2016-10-31,2016 10 31 0,https://youtu.be/bg4E7-byUC8,1M 39S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,22.16,"Mr. Speaker, as the member opposite well knows, I spend a tremendous amount of time working hard for Canadians right across the country, meeting with them, meeting with crowds, meeting with individuals, listening to consumer groups, listening to small businesses, engaging with Canadians right across the country, and I will continue to do so, as will the members of our cabinet.","Mr. Speaker, as the member opposite well knows, I spend a tremendous amount of time working hard for Canadians right across the country, meeting with them, meeting with crowds, meeting with individuals, listening to consumer groups, listening to small businesses, engaging with Canadians right across the country, and I will continue to do so, as will the members of our cabinet.",mr. speaker member opposite know  spend tremendous time work hard canadians right country meet meet crowd meet individual listen consumer group listen small business engage canadians right country  continue member cabinet,Positive,Positive,0.98093766,Positive,Positive,0.55581844,3.181818181818182,6.25,0.8565617897220977
482,2016-10-31,2016 10 31 1,https://youtu.be/XJ9VybREnC0,7M 5S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,12.34,That is why we invested $8.4 billion over five years in our first budget and why we are continuing to work with the communities to invest in the health and safety of their young people.,"C'est pour cela que nous avons investi 8,4 milliards de dollars sur cinq ans dans notre premier budget et que nous continuons de travailler avec les communautés pour investir dans la santé et la sécurité de leurs jeunes.",that invest $ 8.4 billion year budget continue work community invest health safety young people,Positive,Positive,0.64282131,Positive,Positive,0.63509053,6.196172248803829,7.1075,0.7305659705396
483,2016-10-31,2016 10 31 2,https://youtu.be/Agk0zdOVD4g,9M 20S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,13.08,"That is why we are so committed to working with indigenous peoples and with provinces and territories, municipalities, and partners to ensure that we are building a strong and resilient future for young people right across the country. ","That is why we are so committed to working with indigenous peoples and with provinces and territories, municipalities, and partners to ensure that we are building a strong and resilient future for young people right across the country. ",that committed work indigenous people province territory municipality partner ensure build strong resilient future young people right country   ,Positive,Positive,0.98908454,Positive,Positive,0.73705447,4.176136363636364,8.953,0.8481401000945478
484,2016-10-31,2016 10 31 3,https://youtu.be/zX5Ktgovrf8,9M 24S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,9.34,"That is why we have made historic investments of $8.4 billion in budget 2016, and that is why we recognize there is much more to do and why we are going to continue working on that.","That is why we have made historic investments of $8.4 billion in budget 2016, and that is why we recognize there is much more to do and why we are going to continue working on that.",that historic investment $ 8.4 billion budget 2016 recognize go continue work,Negative,Negative,-0.90282965,Negative,Positive,0.66697818,3.801652892561984,5.0,0.5432718560055867
485,2016-10-31,2016 10 31 4,https://youtu.be/e9LFdlzFWA0,9M 27S,"Mr. Charlie Angus (Timmins—James Bay, NDP)",0,NDP,4,"Mr. Speaker, with all due respect, reconciliation is not a hashtag. We are talking about a court order.","Mr. Speaker, with all due respect, reconciliation is not a hashtag. We are talking about a court order.",mr. speaker respect reconciliation hashtag  talk court order,Positive,Negative,-0.76271641,Positive,Positive,0.87181717,4.772727272727273,7.383500000000001,0.6459446282971065
486,2016-10-31,2016 10 31 5,https://youtu.be/DrpLnbxGl34,9M 44S,"Mr. Charlie Angus (Timmins—James Bay, NDP)",0,NDP,6.09,The motion tomorrow specifically instructs the government to end the court cases against children who have been denied medical treatment. ,The motion tomorrow specifically instructs the government to end the court cases against children who have been denied medical treatment. ,the motion tomorrow specifically instruct government end court case child deny medical treatment   ,Positive,Negative,-0.6819979,Positive,Negative,-0.7685169,3.6639118457300275,3.3,0.7822389083193707
487,2016-10-31,2016 10 31 6,https://youtu.be/tKj9gVsVTZ8,12M 37S,"M. Gérard Deltell (Louis-Saint-Laurent, PCC)",1,CPC,8.17," The government's plan is not working, so what is it going to do to help small businesses, which create wealth and jobs?","Puisque le plan actuel ne fonctionne pas, quel est le plan du gouvernement pour aider les petites entreprises, les créatrices de richesse et les créatrices d'emplois?",   the government 's plan work go help small business create wealth job,Positive,Positive,0.99636292,Positive,Positive,0.61424577,3.854033290653009,8.953,0.9215303261997576
488,2016-10-31,2016 10 31 7,https://youtu.be/59GyC44tJqY,22M 54S,"Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",1,CPC,4.42,How does the government not see that this is another conflict of interest?,Pourquoi le gouvernement est-il incapable de voir cet autre conflit d'intérêt?,how government conflict interest,Negative,Negative,-0.99962133,Negative,Negative,-0.82458675,4.673295454545455,5.8895,0.20846682209291015
489,2016-10-31,2016 10 31 8,https://youtu.be/YPjKLbXg_3k,24M 40S,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",0,LIB,2.25,Those rules are open and transparent.,Those rules are open and transparent.,those rule open transparent,Positive,Positive,0.91223752,Positive,Positive,0.95165706,3.181818181818182,5.0,0.7896653339320111
490,2016-10-31,2016 10 31 9,https://youtu.be/HQE77aGjSFM,24M 56S,"Ms. Sheri Benson (Saskatoon West, NDP)",0,NDP,9.25,"Mr. Speaker, this Halloween was supposed to mark the end of the nightmares caused by the Phoenix pay system, but the horror story lives on. ","Mr. Speaker, this Halloween was supposed to mark the end of the nightmares caused by the Phoenix pay system, but the horror story lives on. ",mr. speaker halloween suppose mark end nightmare cause phoenix pay system horror story live   ,Negative,Negative,-0.90654498,Negative,Negative,-0.75814033,3.181818181818182,1.8755,0.14716013268370945
491,2016-10-26,2016 10 26 0,https://youtu.be/EYXBs2BLkBI,28S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",0,CPC,2.32,Canadians should not learn about this on Twitter.,Canadians should not learn about this on Twitter.,canadian learn twitter,Positive,Positive,0.97357309,Positive,Positive,0.53397334,3.181818181818182,5.0,0.7062540123706776
492,2016-10-26,2016 10 26 1,https://youtu.be/-PVqCSEtvx4,15M 34S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,5.59,The Prime Minister's own rules clearly state ministers should not grant preferential access to stakeholders.,The Prime Minister's own rules clearly state ministers should not grant preferential access to stakeholders.,the    prime minister 's rule clearly state minister grant preferential access stakeholder,Positive,Positive,0.51050001,Positive,Positive,0.84482765,3.181818181818182,8.1845,0.7339345311009328
493,2016-10-26,2016 10 26 2,https://youtu.be/NnnD7a2j1eo,19M 8S,"Ms. Tracey Ramsey (Essex, NDP)",0,NDP,3.55,"Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP.","Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP.",speak consultation trade committee minister 's work consult tpp,Positive,Negative,-0.523965,Positive,Positive,0.52389878,3.181818181818182,5.0,0.6485813763417354
494,2016-10-26,2016 10 26 3,https://youtu.be/TDfro9U001c,19M 30S,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,LIB,11.17,"Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe.","Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe.",mr. speaker  frankly astonished ndp deal support socialist europe,Negative,Positive,0.80113351,Negative,Positive,0.86903781,3.9160839160839163,8.243,0.16853559165214116
495,2016-10-26,2016 10 26 4,https://youtu.be/NSZjhAdV7NE,20M 49S,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",0,LIB,7.35,"Mr. Speaker, as you know, the Canadian Forces are engaged in an anti-ISIL coalition.","Mr. Speaker, as you know, the Canadian Forces are engaged in an anti-ISIL coalition.",mr. speaker know canadian forces engage anti isil coalition,Negative,Positive,0.56026089,Negative,Positive,0.64109576,3.181818181818182,5.1290000000000004,0.12255949123151107
496,2016-10-26,2016 10 26 5,https://youtu.be/nG5vHE5qVVA,26M 18S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,12.25,"Mr. Speaker, I am proud of the unprecedented level of co-operation we have with the Federation of Canadian Municipalities and the big city mayors.","Mr. Speaker, I am proud of the unprecedented level of co-operation we have with the Federation of Canadian Municipalities and the big city mayors.",mr. speaker  proud unprecedented level co operation federation canadian municipalities big city mayor,Negative,Positive,0.60308796,Negative,Positive,0.83609569,4.126912691269127,7.383500000000001,0.4679891978118883
497,2016-10-26,2016 10 26 6,https://youtu.be/if2uZIrlAE4,28M 2S,"Hon. Pierre Poilievre (Carleton, CPC)",0,CPC,4.22,Why is the Prime Minister taxing away the opportunities of our youth?,Why is the Prime Minister taxing away the opportunities of our youth?,why prime minister tax away opportunity youth,Negative,Negative,-0.99753839,Negative,Negative,-0.54391205,4.242424242424243,7.1075,0.09894491916684735
498,2016-10-26,2016 10 26 7,https://youtu.be/pjZaviCoKZg,34M 34S,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",1,CPC,3.41,but there has been no response from the Prime Minister.,"Toutefois, depuis, il n'y a aucune réponse de la part du premier ministre. ",response prime minister,Positive,Positive,0.59485346,Positive,Positive,0.95321715,3.181818181818182,5.0,0.5222055534572914
499,2016-10-26,2016 10 26 8,https://youtu.be/G3zR0_YP-5k,37M 38S,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",0,LIB,7.43,I encourage all the members who have issues regarding military service to come forward to our department.,I encourage all the members who have issues regarding military service to come forward to our department., encourage member issue military service come forward department,Negative,Negative,-0.89352429,Negative,Positive,0.62512726,2.4360795454545454,7.553000000000001,0.4469973769201884
500,2016-10-26,2016 10 26 9,https://youtu.be/oCCuILg_65U,40M 1S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,20.01,"That is why I am proud to say that, as of today, we have approved 72 projects, working in consultation with the municipalities and the province, with a total combined value of $3 billion to create jobs and prosperity for Albertans.","That is why I am proud to say that, as of today, we have approved 72 projects, working in consultation with the municipalities and the province, with a total combined value of $3 billion to create jobs and prosperity for Albertans.",that  proud today approve 72 project work consultation municipality province total combined value $ 3 billion create job prosperity albertans,Positive,Positive,0.51144296,Positive,Positive,0.80961299,5.212765957446809,8.825000000000001,0.8211623552715778
501,2016-10-21,2016 10 21 0,https://youtu.be/I1qINVU7N6I,6M 56S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,6.13,"Madam Speaker, first and foremost, our thoughts go out to the workers and their families during this difficult time.","Madam Speaker, first and foremost, our thoughts go out to the workers and their families during this difficult time.",madam speaker foremost thought worker family difficult time,Positive,Positive,0.94963014,Positive,Negative,-0.70342523,0.7550077041602464,3.194,0.5559715891641115
502,2016-10-21,2016 10 21 1,https://youtu.be/VUDKDy6-RxI,14M 12S,"Hon. Bill Morneau (Minister of Finance, Lib.)",0,LIB,18.39,"We have made a number of decisions that are making a difference for people in Alberta, and across Canada: the tax decreases, which are helping them; the Canada child benefit, which helps nine out of ten families with more money in their pockets; and the changes to our employment insurance system, which makes a difference in softening the landing. ","We have made a number of decisions that are making a difference for people in Alberta, and across Canada: the tax decreases, which are helping them; the Canada child benefit, which helps nine out of ten families with more money in their pockets; and the changes to our employment insurance system, which makes a difference in softening the landing. ", number decision make difference people alberta canada tax decrease help canada child benefit help family money pocket change employment insurance system make difference soften landing   ,Negative,Positive,0.79476124,Negative,Negative,-0.72684467,3.6922702965483722,9.1355,0.4699362302616092
