"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
470,"2016-11-16","2016 11 16 9","https://youtu.be/PPyfHih6kWI","43M 50S","Mr. Len Webber (Calgary Confederation, CPC)",0,"CPC","7.15","Can the minister confirm that China is the main source of illegal fentanyl; and what has she done to stop it?","Can the minister confirm that China is the main source of illegal fentanyl; and what has she done to stop it?","Can the minister confirm that China is the main source of illegal fentanyl ; and what has she done to stop it ?",0,-0.179688256021112,0.0376055752337584,-0.215425907225334
471,"2016-11-04","2016 11 04 0","https://youtu.be/96IiqyTRb6c","18S","Hon. Denis Lebel (Lac-Saint-Jean, CPC)",1,"CPC","9.47","In October, Canada lost 23,000 full-time jobs because of the government's decisions.","En octobre, au Canada, il s'est perdu 23 000 emplois à temps plein à cause des décisions de ce gouvernement.","In October , Canada lost 23 , 000 full - time jobs because of the government ' s decisions .",-1,-0.178286757864888,0.0978492486669898,-0.284658812583821
472,"2016-11-04","2016 11 04 1","https://youtu.be/7t9M_9mR56o","18M 45S","Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",1,"NDP","3.48","Our farmers are losing millions of dollars with every harvest, but that was to be expected.","Lors de chaque récolte, nos producteurs perdent des millions de dollars.","Our farmers are losing millions of dollars with every harvest , but that was to be expected .",-1,-0.0317069672131148,0,-0.246655737704918
473,"2016-11-04","2016 11 04 2","https://youtu.be/1K88OrFfNn0","20M 26S","Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",1,"LIB","14.3","Mr. Speaker, I would like to start by reassuring the marine industry, the St. Lawrence Seaway Management Corporation, and all users of the Seaway that the Coast Guard takes icebreaking operations very seriously and provides exemplary service.","Monsieur le Président, j'aimerais débuter par assurer à l'industrie maritime, à la Corporation de gestion de la Voie Maritime du Saint-Laurent et à tous les utilisateurs de cette voie maritime que la Garde côtière prend les opérations de déglaçage très au sérieux et offre des services exemplaires.","Mr . Speaker , I would like to start by reassuring the marine industry , the St Lawrence Seaway Management Corporation , and all users of the Seaway that the Coast Guard takes icebreaking operations very seriously and provides exemplary service .",1,0.31312740875974,0.395359274258501,0.435523877364639
474,"2016-11-04","2016 11 04 3","https://youtu.be/GMvc1xwkqPA","25M 10S","L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",1,"LIB","10.22","The fact is that the Conservative Party chose to name people like Irving Gerstein to the Senate and charge them with the responsibility—","Le fait est que le Parti conservateur a choisi de nommer des gens comme Irving Gerstein au Sénat et qu'il a choisi de leur donner la responsabilité de...","The fact is that the Conservative Party chose to name people like Irving Gerstein to the Senate and charge them with the responsibility—",0.333333333333333,-0.0863712703454991,0.25750414727281,0
475,"2016-11-04","2016 11 04 4","https://youtu.be/v-8NAN159cA","30M 43S","M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",1,"CPC","6.06","The government is about to send our soldiers to Mali to play social worker and talk to extremists. ","Le gouvernement s'apprête à envoyer nos soldats, au Mali, jouer aux travailleurs sociaux pour discuter avec les extrémistes.","The government is about to send our soldiers to Mali to play social worker and talk to extremists .",-1,-0.0747242765054968,0.0279695511120608,-0.127384474009423
476,"2016-11-04","2016 11 04 5","https://youtu.be/Bo2NCyxtl6A","33M 5S","Mr. John Brassard (Barrie—Innisfil, CPC)",0,"CPC","11.03","It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop.","It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop.","It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop .",-1,-0.15067111247109,-0.0143200103139675,-0.17205269996696
477,"2016-11-04","2016 11 04 6","https://youtu.be/StsMbHFEbxw","34M 15S","Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",0,"NDP","7.36","The Conservative government in Manitoba does not get the importance of investing in post-secondary education for students, for construction workers, or for employers.","The Conservative government in Manitoba does not get the importance of investing in post-secondary education for students, for construction workers, or for employers.","The Conservative government in Manitoba does not importance of investing in post - secondary education for students , for construction workers , or for employers .",NA,0.118439233550491,0.0215448281455752,0.150867128650682
478,"2016-11-04","2016 11 04 7","https://youtu.be/kaxPTWlw7fA","34M 26S","Mr. Daniel Blaikie (Elmwood—Transcona, NDP)",0,"NDP","9.06","Are Manitoba's Liberal MPs just going to sit there and watch as a short-sighted government on Broadway passes up funding of up to $100 million for Manitoba?","Are Manitoba's Liberal MPs just going to sit there and watch as a short-sighted government on Broadway passes up funding of up to $100 million for Manitoba?","Are Manitoba ' s Liberal MPs just going to sit there and watch as a short - sighted government on Broadway passes up funding of up to $100 million for Manitoba ?",NA,-0.079794114606617,0.214068347067378,0
479,"2016-11-04","2016 11 04 8","https://youtu.be/A3FNOyRz-o0","40M 1S","Mr. Jean-Claude Poissant (Parliamentary Secretary to the Minister of Agriculture and Agri-Food, Lib.)",1,"LIB","10.08","The Government of Canada will continue working with its provincial and territorial partners and consulting with stakeholders on the key elements that will define the next framework.","Le gouvernement du Canada continuera de collaborer avec les partenaires provinciaux et territoriaux et de consulter les intervenants sur les éléments clés qui définiront le prochain cadre.","The Government of Canada will continue working with its provincial and territorial partners and consulting with stakeholders on the key elements that will define the next framework .",1,0.0176084156841806,0.19469849733398,0
480,"2016-11-04","2016 11 04 9","https://youtu.be/kfmNsY3LNs8","43M 8S","Ms. Anju Dhillon (Parliamentary Secretary for Status of Women, Lib.)",0,"LIB","17.02","A gender-based violence strategy, an inquiry into missing and murdered indigenous women, gender-based analysis of our policies and all of our future budgets, pay equity legislation, over 3,000 shelter spaces, the Canada child benefit, a framework for early education and child care, and a national poverty reduction strategy.","A gender-based violence strategy, an inquiry into missing and murdered indigenous women, gender-based analysis of our policies and all of our future budgets, pay equity legislation, over 3,000 shelter spaces, the Canada child benefit, a framework for early education and child care, and a national poverty reduction strategy.","A gender - based violence strategy , an inquiry into missing and murdered indigenous women , gender - based analysis of our policies and all of our future budgets , pay equity legislation , over 3 , 000 shelter spaces , the Canada child benefit , a framework for early education and child care , and a national poverty reduction strategy .",-0.2,0.124285513420963,0.024963974195157,0
481,"2016-10-31","2016 10 31 0","https://youtu.be/bg4E7-byUC8","1M 39S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,"LIB","22.16","Mr. Speaker, as the member opposite well knows, I spend a tremendous amount of time working hard for Canadians right across the country, meeting with them, meeting with crowds, meeting with individuals, listening to consumer groups, listening to small businesses, engaging with Canadians right across the country, and I will continue to do so, as will the members of our cabinet.","Mr. Speaker, as the member opposite well knows, I spend a tremendous amount of time working hard for Canadians right across the country, meeting with them, meeting with crowds, meeting with individuals, listening to consumer groups, listening to small businesses, engaging with Canadians right across the country, and I will continue to do so, as will the members of our cabinet.","Mr . Speaker , as the member opposite well knows , I spend a tremendous amount of time working hard for Canadians right across the country , meeting with them , meeting with crowds , meeting with individuals , listening to consumer groups , listening to small businesses , engaging with Canadians right across the country , and I will continue to do so , as will the members of our cabinet .",0.333333333333333,0.244090424181916,0.0492136065476428,0.283012491003443
482,"2016-10-31","2016 10 31 1","https://youtu.be/XJ9VybREnC0","7M 5S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,"LIB","12.34","That is why we invested $8.4 billion over five years in our first budget and why we are continuing to work with the communities to invest in the health and safety of their young people.","C'est pour cela que nous avons investi 8,4 milliards de dollars sur cinq ans dans notre premier budget et que nous continuons de travailler avec les communautés pour investir dans la santé et la sécurité de leurs jeunes.","That is why we invested $8 . 4 billion over five years in our first budget and why we are continuing to work with the communities to invest in the health and safety of their young people .",1,0.183537080004936,0.252724494717737,0.126913573300008
483,"2016-10-31","2016 10 31 2","https://youtu.be/Agk0zdOVD4g","9M 20S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,"LIB","13.08","That is why we are so committed to working with indigenous peoples and with provinces and territories, municipalities, and partners to ensure that we are building a strong and resilient future for young people right across the country. ","That is why we are so committed to working with indigenous peoples and with provinces and territories, municipalities, and partners to ensure that we are building a strong and resilient future for young people right across the country. ","That is why we are so committed to working with indigenous peoples and with provinces and territories , municipalities , and partners to ensure that we are building a strong and resilient future for young people right across the country .",1,0.197078887669447,0.0752468723263966,0.195977518219301
484,"2016-10-31","2016 10 31 3","https://youtu.be/zX5Ktgovrf8","9M 24S","Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,"LIB","9.34","That is why we have made historic investments of $8.4 billion in budget 2016, and that is why we recognize there is much more to do and why we are going to continue working on that.","That is why we have made historic investments of $8.4 billion in budget 2016, and that is why we recognize there is much more to do and why we are going to continue working on that.","That is why we have made historic investments of $8 . 4 billion in budget 2016 , and that is why we recognize there is much more to do and why we are going to continue working on that .",NA,0.20721756605963,0.0757981355732704,0
485,"2016-10-31","2016 10 31 4","https://youtu.be/e9LFdlzFWA0","9M 27S","Mr. Charlie Angus (Timmins—James Bay, NDP)",0,"NDP","4","Mr. Speaker, with all due respect, reconciliation is not a hashtag. We are talking about a court order.","Mr. Speaker, with all due respect, reconciliation is not a hashtag. We are talking about a court order.","Mr . Speaker , with all due respect , reconciliation is not hashtag . We are talking about a court order .",1,0,0.375636998068904,0
486,"2016-10-31","2016 10 31 5","https://youtu.be/DrpLnbxGl34","9M 44S","Mr. Charlie Angus (Timmins—James Bay, NDP)",0,"NDP","6.09","The motion tomorrow specifically instructs the government to end the court cases against children who have been denied medical treatment. ","The motion tomorrow specifically instructs the government to end the court cases against children who have been denied medical treatment. ","The motion tomorrow specifically instructs the government to end the court cases against children who have been denied medical treatment .",-1,-0.150873549532049,-0.0458157681674872,-0.120898839625639
487,"2016-10-31","2016 10 31 6","https://youtu.be/tKj9gVsVTZ8","12M 37S","M. Gérard Deltell (Louis-Saint-Laurent, PCC)",1,"CPC","8.17"," The government's plan is not working, so what is it going to do to help small businesses, which create wealth and jobs?","Puisque le plan actuel ne fonctionne pas, quel est le plan du gouvernement pour aider les petites entreprises, les créatrices de richesse et les créatrices d'emplois?","The government ' s plan is not working , so what is it going to do to help small businesses , which create wealth and jobs ?",1,0.0132661278962219,-0.366424960743692,-0.210495917022218
488,"2016-10-31","2016 10 31 7","https://youtu.be/59GyC44tJqY","22M 54S","Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",1,"CPC","4.42","How does the government not see that this is another conflict of interest?","Pourquoi le gouvernement est-il incapable de voir cet autre conflit d'intérêt?","How does the government not see that this is another conflict of interest ?",-1,0,-0.133426360857547,-0.273530571817543
489,"2016-10-31","2016 10 31 8","https://youtu.be/YPjKLbXg_3k","24M 40S","Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",0,"LIB","2.25","Those rules are open and transparent.","Those rules are open and transparent.","Those rules are open and transparent .",1,-0.0845737791338933,-0.10096221807623,0.300734257301364
490,"2016-10-31","2016 10 31 9","https://youtu.be/HQE77aGjSFM","24M 56S","Ms. Sheri Benson (Saskatoon West, NDP)",0,"NDP","9.25","Mr. Speaker, this Halloween was supposed to mark the end of the nightmares caused by the Phoenix pay system, but the horror story lives on. ","Mr. Speaker, this Halloween was supposed to mark the end of the nightmares caused by the Phoenix pay system, but the horror story lives on. ","Mr . Speaker , this Halloween was supposed to mark the end of the nightmares caused by the Phoenix pay system , but the horror story lives on .",-1,-0.300380517339339,-0.196411652968426,0
491,"2016-10-26","2016 10 26 0","https://youtu.be/EYXBs2BLkBI","28S","Hon. Rona Ambrose (Leader of the Opposition, CPC)",0,"CPC","2.32","Canadians should not learn about this on Twitter.","Canadians should not learn about this on Twitter.","Canadians should not learn about this on Twitter .",0.5,-0.232606450624709,-0.293173143420212,0
492,"2016-10-26","2016 10 26 1","https://youtu.be/-PVqCSEtvx4","15M 34S","Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,"CPC","5.59","The Prime Minister's own rules clearly state ministers should not grant preferential access to stakeholders.","The Prime Minister's own rules clearly state ministers should not grant preferential access to stakeholders.","The Prime Minister ' s own rules clearly state ministers should not grant preferential access to stakeholders .",NA,0.0158550185873606,0.31862353859745,0.190568589170253
493,"2016-10-26","2016 10 26 2","https://youtu.be/NnnD7a2j1eo","19M 8S","Ms. Tracey Ramsey (Essex, NDP)",0,"NDP","3.55","Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP.","Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP.","Speaking of consultations , the trade committee has been doing the minister ' s work of consulting on the TPP .",NA,0.0358846505647248,0.214595316646803,0.17906868304773
494,"2016-10-26","2016 10 26 3","https://youtu.be/TDfro9U001c","19M 30S","Hon. Chrystia Freeland (Minister of International Trade, Lib.)",0,"LIB","11.17","Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe.","Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe.","Mr . Speaker , I am frankly astonished that the NDP can not behind a deal that has the full support of socialists across Europe .",1,-0.0436856351727495,0.371765085603425,0
495,"2016-10-26","2016 10 26 4","https://youtu.be/NSZjhAdV7NE","20M 49S","Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",0,"LIB","7.35","Mr. Speaker, as you know, the Canadian Forces are engaged in an anti-ISIL coalition.","Mr. Speaker, as you know, the Canadian Forces are engaged in an anti-ISIL coalition.","Mr . Speaker , as you know , the Canadian Forces are engaged in an anti - ISIL coalition .",NA,-0.0644280387354297,0.065968451076751,-0.254712154941719
496,"2016-10-26","2016 10 26 5","https://youtu.be/nG5vHE5qVVA","26M 18S","Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,"LIB","12.25","Mr. Speaker, I am proud of the unprecedented level of co-operation we have with the Federation of Canadian Municipalities and the big city mayors.","Mr. Speaker, I am proud of the unprecedented level of co-operation we have with the Federation of Canadian Municipalities and the big city mayors.","Mr . Speaker , I am proud of the unprecedented level of co - operation we have with the Federation of Canadian Municipalities and the big city mayors .",0,0.162093070870058,-0.166278088794417,0.147839197764085
497,"2016-10-26","2016 10 26 6","https://youtu.be/if2uZIrlAE4","28M 2S","Hon. Pierre Poilievre (Carleton, CPC)",0,"CPC","4.22","Why is the Prime Minister taxing away the opportunities of our youth?","Why is the Prime Minister taxing away the opportunities of our youth?","Why is the Prime Minister taxing away the opportunities of our youth ?",0,0.117258909789264,0.0413538536112458,-0.284658812583821
498,"2016-10-26","2016 10 26 7","https://youtu.be/pjZaviCoKZg","34M 34S","Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",1,"CPC","3.41","but there has been no response from the Prime Minister.","Toutefois, depuis, il n'y a aucune réponse de la part du premier ministre. ","but there has been (no) not response from the Prime Minister .",NA,-0.0268943883812148,-0.325239804907075,0
499,"2016-10-26","2016 10 26 8","https://youtu.be/G3zR0_YP-5k","37M 38S","Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",0,"LIB","7.43","I encourage all the members who have issues regarding military service to come forward to our department.","I encourage all the members who have issues regarding military service to come forward to our department.","I encourage all the members who have issues regarding military service to come forward to our department .",1,0.0498385107906147,0.150177681467608,0
500,"2016-10-26","2016 10 26 9","https://youtu.be/oCCuILg_65U","40M 1S","Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,"LIB","20.01","That is why I am proud to say that, as of today, we have approved 72 projects, working in consultation with the municipalities and the province, with a total combined value of $3 billion to create jobs and prosperity for Albertans.","That is why I am proud to say that, as of today, we have approved 72 projects, working in consultation with the municipalities and the province, with a total combined value of $3 billion to create jobs and prosperity for Albertans.","That is why I am proud to say that , as of today , we have approved 72 projects , working in consultation with the municipalities and the province , with a total combined value of $3 billion to create jobs and prosperity for Albertans .",1,0.28659343460916,0.242750337579304,0.23613089644183
501,"2016-10-21","2016 10 21 0","https://youtu.be/I1qINVU7N6I","6M 56S","Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,"LIB","6.13","Madam Speaker, first and foremost, our thoughts go out to the workers and their families during this difficult time.","Madam Speaker, first and foremost, our thoughts go out to the workers and their families during this difficult time.","Madam Speaker , first and foremost , our thoughts go out to the workers and their families during this difficult time .",0,-0.019785763781696,0.46280786902072,0
502,"2016-10-21","2016 10 21 1","https://youtu.be/VUDKDy6-RxI","14M 12S","Hon. Bill Morneau (Minister of Finance, Lib.)",0,"LIB","18.39","We have made a number of decisions that are making a difference for people in Alberta, and across Canada: the tax decreases, which are helping them; the Canada child benefit, which helps nine out of ten families with more money in their pockets; and the changes to our employment insurance system, which makes a difference in softening the landing. ","We have made a number of decisions that are making a difference for people in Alberta, and across Canada: the tax decreases, which are helping them; the Canada child benefit, which helps nine out of ten families with more money in their pockets; and the changes to our employment insurance system, which makes a difference in softening the landing. ","We have made a number of decisions that are making a difference for people in Alberta , and across Canada : the tax decreases , which are helping them ; the Canada child benefit , which helps nine out of ten families with more money in their pockets ; and the changes to our employment insurance system , which makes a difference in softening the landing .",1,0.169396520475525,-0.141900844699261,0.19920411761067
503,"2016-10-21","2016 10 21 2","https://youtu.be/iMoLjT4WYoQ","15M 43S","Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",0,"LIB","4.5","Small business operators wanted more customers, and that is what we have given them.","Small business operators wanted more customers, and that is what we have given them.","Small business operators wanted more customers , and that is what we have given them .",NA,0,-0.374011608075578,0
504,"2016-10-21","2016 10 21 3","https://youtu.be/5I04kFSu6KY","20M 6S","Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,"LIB","8.1","We have heard from the 1.2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process. ","We have heard from the 1.2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process. ","We have heard from the 1 . 2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process .",NA,0.0512321637750075,0.0742301535112782,0
505,"2016-10-21","2016 10 21 4","https://youtu.be/vLotBUlTG_E","21M 21S","Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",0,"LIB","13.21","Madam Speaker, I will repeat that all members of Parliament and all parties fundraise, and we all abide by the exact same rules, rules that were put in place by the previous Harper government.","Madam Speaker, I will repeat that all members of Parliament and all parties fundraise, and we all abide by the exact same rules, rules that were put in place by the previous Harper government.","Madam Speaker , I will repeat that all members of Parliament and all parties fundraise , and we all abide by the exact same rules , rules that were put in place by the previous Harper government .",NA,-0.0712160190808878,-0.284449583833005,0
506,"2016-10-21","2016 10 21 5","https://youtu.be/H8nsjOh0Tww","24M 12S","Mr. Kevin Lamoureux",0,"LIB","5.59","Madam Speaker, we all understand that many members sitting on that side of the House—","Madam Speaker, we all understand that many members sitting on that side of the House—","Madam Speaker , we all understand that many members sitting on that side of the House—",1,0.149550185873606,0.260873804307004,0.190568589170253
507,"2016-10-21","2016 10 21 6","https://youtu.be/q94V40Q1kkg","24M 58S","Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",1,"CPC","11.38","By way of evidence, we learned that the Minister of Finance made himself available to people who are rich like him for a price. He charged $1,500 for an evening.","La preuve, c'est que nous avons appris que le ministre des Finances a loué sa disponibilité à des gens riches comme lui, au coût de 1 500 $ pour une soirée.","By way of evidence , we learned that the Minister of Finance made himself available to people who are rich like him for a price . He charged $1 , 500 for an evening .",0.5,0.116352971804393,0.144252073869139,0.246341330192618
508,"2016-10-21","2016 10 21 7","https://youtu.be/OXSe8Ut6NC4","28M 10S","Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",0,"LIB","8.31","He has named a minister's observer to support the Transportation Safety Board's investigation, and Transport Canada officials have initiated a compliance inspection.","He has named a minister's observer to support the Transportation Safety Board's investigation, and Transport Canada officials have initiated a compliance inspection.","He has named a minister ' s observer to support the Transportation Safety Board ' s investigation , and Transport Canada officials have initiated a compliance inspection .",1,0.246322557924439,-0.0401526743653955,0.15753111076193
509,"2016-10-21","2016 10 21 8","https://youtu.be/7ZUxPmp4mSU","28M 15S","Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",0,"LIB","5.18","We will take the necessary action on the findings to enhance marine safety in Canada.","We will take the necessary action on the findings to enhance marine safety in Canada.","We will take the necessary action on the findings to enhance marine safety in Canada .",1,0.231252788104089,0.315014180204297,0.190568589170253
510,"2016-10-21","2016 10 21 9","https://youtu.be/KsVF8LV-JNo","31M 34S","Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",0,"LIB","13.14","What we have done is institute an open and transparent process for judicial appointments and, unprecedentedly, have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee.","What we have done is institute an open and transparent process for judicial appointments and, unprecedentedly, have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee.","What we have done is institute an open and transparent process for judicial appointments and , unprecedentedly , have put online application forms wherein anyone can apply to be on the Judicial Advisory Committee .",0,-0.109565523730332,-0.141675957943065,0.130788740603721
511,"2016-10-18","2016 10 18 0","https://youtu.be/yMyEohgns4o","14M 26S","Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,"CPC","11.45","Mr. Speaker, since you yourself were a candidate, I am sure you will remember that, about a year ago, the Liberal Party made the following promise on page 80 of its platform: “[we will] reduce the small business tax rate to 9 percent from 11 percent”.","Monsieur le Président, puisque vous étiez vous-même un candidat, vous vous souviendrez certainement que, il y a un an à peine, le Parti libéral avait pris cet engagement à la page 89 de sa plateforme: « nous réduirons le taux d’imposition des petites entreprises de 11 à 9 pour cent ».","Mr . Speaker , since you yourself were a candidate , I am sure you will remember that , about a year ago , the Liberal Party made the following promise on page 80 of its platform : “ [ we will ] (reduce) not small business tax rate to 9 percent from 11 percent” .",NA,0.0668030258879628,0.0965035298177037,0.112963838639048
512,"2016-10-18","2016 10 18 1","https://youtu.be/S5iYeJdiC40","19M 6S","Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",0,"LIB","21.53","Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments, by making sure that we have a price on pollution and we are investing in the things that we want, which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—","Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments, by making sure that we have a price on pollution and we are investing in the things that we want, which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—","Let us also be clear that the way we are going to grow our economy and position ourselves for the 21st century is by making these investments , by making sure that we have a price on pollution and we are investing in the things that we want , which is a clean and sustainable future that will grow our economy and ensure that future generations have a planet that is clean and healthy to—",0.666666666666667,0.50266484913873,-0.275505355306048,0.430655703991699
513,"2016-10-18","2016 10 18 2","https://youtu.be/hTL-mUK_VR0","20M 18S","Hon. Chrystia Freeland (Minister of International Trade, Lib.)",1,"LIB","20.27","Manuel Valls, the socialist Prime Minister of France, described the deal as balanced, win-win, and mutually beneficial.","En outre, Manuel Valls, le premier ministre socialiste de la France, a dit que l'accord était équilibré, gagnant-gagnant et mutuellement bénéfique.","Manuel Valls , the socialist Prime Minister of France , described the deal as balanced , win - win , and mutually beneficial .",1,0.285775007035957,0.409564915410418,0.693206616553179
514,"2016-10-18","2016 10 18 3","https://youtu.be/0aEq-4V7vHU","22M 17S","Mrs. Shannon Stubbs (Lakeland, CPC)",0,"CPC","7.5","The Liberals are imposing a harmful tax that will make food, diapers, formula, and everything even more expensive for everyone.","The Liberals are imposing a harmful tax that will make food, diapers, formula, and everything even more expensive for everyone.","The Liberals are imposing a harmful tax that will make food , diapers , formula , and everything even more expensive for everyone .",-1,-0.257341366666492,0.0422605079897948,-0.835940451428003
515,"2016-10-18","2016 10 18 4","https://youtu.be/9VHQpzF4cS4","22M 49S","Hon. Bill Morneau (Minister of Finance, Lib.)",0,"LIB","14.3","Mr. Speaker, I would encourage the hon. member to speak to some of the Albertans that she is speaking about, because she would find that they have actually had a reduction in taxes this year, which has gone to help their families—","Mr. Speaker, I would encourage the hon. member to speak to some of the Albertans that she is speaking about, because she would find that they have actually had a reduction in taxes this year, which has gone to help their families—","Mr . Speaker , I would encourage the hon . member to speak to some of the Albertans that she is speaking about , because she would find that they have actually had a reduction in taxes this year , which has gone to help their families—",1,0.0899967498875028,0.0499968641864627,0.152427956531507
516,"2016-10-18","2016 10 18 5","https://youtu.be/D6ZdEmTComM","24M 54S","Mr. Matt Jeneroux (Edmonton Riverbend, CPC)",0,"CPC","8.45","Mr. Speaker, as the Liberals are busy creating taxes on everything from heating bills to Netflix, unemployed Albertans are struggling to provide for their families.","Mr. Speaker, as the Liberals are busy creating taxes on everything from heating bills to Netflix, unemployed Albertans are struggling to provide for their families.","Mr . Speaker , as the Liberals are busy creating taxes on everything from heating bills to Netflix , unemployed Albertans are struggling to provide for their families .",0.333333333333333,-0.0746967213114754,0.0345495638732198,-0.394049180327869
517,"2016-10-18","2016 10 18 6","https://youtu.be/AcXpiZR2wnY","42M 27S","Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",0,"NDP","9.06","Mr. Speaker, Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls. ","Mr. Speaker, Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls. ","Mr . Speaker , Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls .",1,-0.0721806491884059,0.216731749612001,-0.42223343081358
518,"2016-10-18","2016 10 18 7","https://youtu.be/lGedRbuIxEk","42M 36S","Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",0,"NDP","5.39","Yesterday, nine people were arrested, including elders, and two are on hunger strikes.","Yesterday, nine people were arrested, including elders, and two are on hunger strikes.","Yesterday , nine people were arrested , including elders , and two are on hunger strikes .",NA,-0.0237108809847952,0.0630331655458195,0
519,"2016-10-18","2016 10 18 8","https://youtu.be/p_t4WTWafyc","45M 3S","Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",0,"LIB","15.39","We launched a five-point action plan to address opioid misuse, and in November the Minister of Health will be hosting a summit on opioids, bringing together experts, patient groups, governments, and regulators to discuss the current crisis and identify actions moving forward.","We launched a five-point action plan to address opioid misuse, and in November the Minister of Health will be hosting a summit on opioids, bringing together experts, patient groups, governments, and regulators to discuss the current crisis and identify actions moving forward.","We launched a five - point action plan to address opioid misuse , and in November the Minister of Health will be hosting a summit on opioids , bringing together experts , patient groups , governments , and regulators to discuss the current crisis and identify actions moving forward .",0,0.031708078747716,0.235495274105969,-0.150848595176005
520,"2016-10-18","2016 10 18 9","https://youtu.be/f3P65wo8Ygc","46M 20S","Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",0,"LIB","15.12","That is exactly why the Minister of Health is sitting down with her provincial and territorial counterparts as we speak and collaborating with all our partners on health innovation, improved accessibility, and making prescription drugs more affordable for all Canadians.","That is exactly why the Minister of Health is sitting down with her provincial and territorial counterparts as we speak and collaborating with all our partners on health innovation, improved accessibility, and making prescription drugs more affordable for all Canadians.","That is exactly why the Minister of Health is sitting down with her provincial and territorial counterparts as we speak and collaborating with all our partners on health innovation , improved accessibility , and making prescription drugs more affordable for all Canadians .",1,0.26844603509066,0.742325091458416,0.442128998990091
