Label,Video,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000865,2015 05 27 4,0.516468,"Mr. Dennis Bevington (Northwest Territories, NDP)",NDP,6,3,"Mr. Speaker, the Auditor General has shown that the nutrition north criteria are not fair or accessible."
0000472,2016 11 04 1,0.518112,"Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",NDP,6,3,"Our farmers are losing millions of dollars with every harvest, but that was to be expected."
0000603,2016 06 02 2,0.518283,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,6,"Mr. Speaker, days ago I met, along with the Minister of Sport and Persons with Disabilities, with the Elections Canada advisory group on persons with disabilities."
0000241,2017 05 15 0,0.521047,Amarjeet Sohi,LIB,4,6,"There will be different layers of accountability, and due diligence will be done every step of the way when we engage with the infrastructure bank or with the private sector."
0001012,2015 01 28 1,0.521297,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",NDP,6,4,They are not allowed to accompany Iraqi forces to the front lines.
0000266,2017 05 05 5,0.521714,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,6,"Our goal is to make sure that we have clean drinking water in all indigenous communities by 2021 in Canada, and we are going to work hard to meet that goal."
0000292,2017 04 07 1,0.521984,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",CPC,7,3,This is exactly what the Liberals are doing by giving $373 million of taxpayer money to Bombardier so it can pad its pockets with bonuses.
0000907,2015 04 24 6,0.522445,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",NDP,7,3,Will the Conservatives reverse their destructive cuts to CFIA?
0000804,2015 12 07 3,0.522603,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,6,4,Could the minister tell us what her timeline is for an action plan and will that action plan have clear guidelines and commitments so we can get results for these communities?
0000905,2015 04 24 4,0.523073,"Mr. Frank Valeriote (Guelph, Lib.)",LIB,7,3,Why are the Conservatives so stubbornly refusing to present a plan that will honour our sacred obligation to veterans and all their families?
0000571,2016 06 15 0,0.523363,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,6,4,"We know that, but will an agreement finally be reached to help the economies of every province in the country?"
0000618,2016 05 20 7,0.523583,"Ms. Sheri Benson (Saskatoon West, NDP)",NDP,7,4,"Will the government commit to introducing proactive pay equity legislation within the next six months, yes or no?"
0000606,2016 06 02 5,0.524211,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,4,6,I thank the member for Kingston and the Islands for contributing to that goal.
0000318,2017 03 20 7,0.526075,"Ms. Anju Dhillon (Dorval—Lachine—LaSalle, Lib.)",LIB,5,5,Can the Minister of International Development and La Francophonie inform the House of the details of this major announcement?
0000162,2017 09 22 1,0.528568,Yvonne Jones,LIB,5,6,"Mr. Speaker, yesterday we had the opportunity to meet with the commissioners from the missing and murdered indigenous women inquiry in Canada and to hear first-hand from the commissioners about the work they are doing."
0000216,2017 06 06 5,0.530682,Michael Cooper,CPC,7,4,Every parent has a right to know if one of these predators is moving into his or her neighbourhood
0000397,2017 01 30 6,0.531548,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",LIB,4,6,"This is exactly what we are doing, working with the provinces and territories, working with stakeholders, and working with the steering committee, which is focused specifically on assisting us with bringing forward substantive solutions."
0000333,2017 02 24 2,0.531566,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,6,4,"How would that be good for the 400,000 people who cross that border every day?"
0000928,2015 04 01 7,0.533064,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,6,3," Mr. Speaker, it is strange to see this member make this kind of accusation when at every step of the measures we have taken and are taking to improve and reduce the gaps between aboriginal and non-aboriginal Canadians, this party, the NDP, votes against each and every measure."
0000037,2017 12 01 6,0.534944,Joel Lightbound,LIB,6,7,"Mr. Speaker, I would also think that the some 20,000 children in my riding whose families receive more money through the Canada child benefit, which has lifted 300,000 kids out of poverty, would have the utmost confidence in the finance minister."
0000636,2016 05 12 5,0.535338,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,6,6,It is time for a 21st century model of electing individuals to the House.
0000084,2017 11 02 3,0.535437,Lisa Raitt,CPC,6,4,Is there a senior government official over there who will actually say that there is no other minister in the same position he put himself in?
0000608,2016 06 02 7,0.536018,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,6,6,"That is what the minister pledged to do, and that is what he will do in the future."
0000517,2016 10 18 6,0.540218,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",NDP,6,4,"Mr. Speaker, Inuit and their Innu supporters in Labrador are raising serious concerns about the impacts of flooding at Muskrat Falls. "
0000654,2016 05 04 3,0.540245,"Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",LIB,5,6,"Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years"
0000624,2016 05 17 3,0.540606,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",CPC,6,4,Can the minister reassure us that she will do everything she can to convince the Prime Minister of Canada of the importance of holding a referendum to consult all Canadians?
0000425,2016 12 02 4,0.541105,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",CPC,,,NA 
0000494,2016 10 26 3,0.542517,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,3,"Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe."
0000731,2016 02 23 0,0.542722,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,6,3,When is the Prime Minister going to understand that throwing borrowed money around does not create jobs?
0000014,2017 12 08 3,0.543119,Marjolaine Boutin-Sweet,NDP,7,3," Mr. Speaker, yesterday we learned that after the Liberals forced their visions for housing and health care on the provinces, they are now planning to change the equalization calculations, without even consulting the provinces."
0000531,2016 10 03 0,0.543655,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,6,"Mr. Speaker, as members of the House all know, we are working very hard on this issue with the United States."
0000783,2016 01 25 2,0.544120,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,5,6,"We are talking to Canadians now, and what comes after these consultations will be Canadians' confidence in delivering these resources to market in a sustainable way."
0000848,2015 06 04 7,0.547012,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,7,4,"Mr. Speaker, again, we reject any claim that the RCMP did anything wrong by following the express will of Parliament, but it is interesting that the NDP continues to bring up this question, because the NDP, if ever given a chance, would bring that long gun registry back with everything else."
0000621,2016 05 17 0,0.547178,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,7,3," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects."
0000169,2017 09 22 8,0.547395,Sean Casey,LIB,5,6,Those are tangible actions that support our artists without further taxing the middle class.
0000283,2017 04 12 2,0.548617,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,7,"Mr. Speaker, we are proud to be following through on our commitment to strengthen the independence of the parliamentary budget officer; to make him or her a full officer of Parliament, accountable to the Speakers of the House and the Senate and not to the librarian of Parliament; to give him or her greater tools to access information to answer the questions parliamentarians may ask; and even, at the request of political parties, to evaluate political platforms to make sure Canadians know what they are getting when they vote for someone."
0000099,2017 10 30 8,0.549755,Ron Liepert,CPC,6,3,"Mr. Speaker, I will take that answer as a yes, that he did inappropriately use resources of the House of Commons and no, that he did not clear it with the Ethics Commissioner."
0000853,2015 06 01 2,0.550026,"Hon. John McCallum (Markham—Unionville, Lib.)",LIB,5,4,"This government introduced voluntary savings plans, but Canadians still do not have enough money for their retirement."
0000096,2017 10 30 5,0.550640,Marc Garneau,LIB,4,6,"Using a risk-based approach, we periodically conduct an airline safety audit. "
0000704,2016 03 21 3,0.553318,"Mr. Ben Lobb (Huron—Bruce, CPC)",CPC,5,4,They just need a little longer runway.
0000465,2016 11 16 4,0.554708,"Mr. Guy Caron (Rimouski-Neigette—Témiscouata—Les Basques, NDP)",NDP,5,4,"During the election campaign, the Liberals said, “Interest rates are at historic lows, our current infrastructure is aging rapidly....Now is the time to invest.”"
0000993,2015 02 17 2,0.556268,"Mr. Justin Trudeau (Papineau, Lib.)",LIB,5,4,"Furthermore, Mr. Harper cut the budget by 23%—"
0000294,2017 04 07 3,0.556350,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,6,3,"Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together. "
0000638,2016 05 12 7,0.556600,"Mr. Todd Doherty (Cariboo—Prince George, CPC)",CPC,6,6,"Mr. Speaker, it was the Conservative government that put an end to the longest and most costly trade disagreement in history with the softwood lumber agreement."
0000700,2016 04 11 9,0.557500,"Mr. Gabriel Ste-Marie (Joliette, BQ)",BQ,6,4,"Instead of announcing symbolic measures, will this government commit to seriously crack down on tax havens by abolishing the regulatory framework that helps them, yes or no?"
0000651,2016 05 04 0,0.557546,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,6,We know that these are the types of investments that will boost economic growth and allow Canadians to get to work and get better jobs.
0000432,2016 11 29 1,0.558093,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,6,4,The Cannabis Friendly Business Association paid the entrance fee and got their 10 minutes of face time with the parliamentary secretary to the Minister of Justice.
0000260,2017 05 10 9,0.558216,Justin Trudeau,LIB,6,6,People are very interested with the leadership that Canada is showing in terms of figuring out how to better protect our kids and pull away the profits from criminals and organized crime.
0000676,2016 04 19 5,0.560047,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,4,5,"I met with Jim Haney, who is the senior VP and GM of City National Bank, recently acquired by RBC."
0000453,2016 11 21 2,0.560479,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,5,5,"In opposition, I was our party's trade critic."
0000995,2015 02 17 4,0.561067,"Hon. Judy Sgro (York West, Lib.)",LIB,7,3,Does the minister agree that the only thing growing faster than GTA potholes is the Conservative addiction to lavish partisan ads?
0000620,2016 05 20 9,0.561162,"Ms. Monique Pauzé (Repentigny, BQ)",BQ,6,4,How many studies does the Minister of Agriculture and Agri-Foodneed just to require the AquAdvantage salmon to be labelled?
0000337,2017 02 24 6,0.561622,"Mrs. Karen McCrimmon (Parliamentary Secretary to the Minister of Transport, Lib.)",LIB,5,6,"That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. "
0000752,2016 02 05 1,0.561780,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",CPC,6,4,"By including this funding as part of an anti-ISIS plan, is the Liberal government saying that the Israeli-Palestinian conflict is a root cause of the rise of ISIS?"
0000939,2015 03 27 8,0.562291,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,6,6,"We are giving the dollars back to the more than eight million real child care experts who are out there, and their names are Mom and Dad."
0000031,2017 12 01 0,0.563315,Maximme Bernier,CPC,7,3,He does not even consult Canadians about his measures—
0000282,2017 04 12 1,0.563858,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,3,We will not make inappropriate use of omnibus bills like the former government did.
0000879,2015 05 15 8,0.564665,"Ms. Lise St-Denis (Saint-Maurice—Champlain, Lib.)",LIB,6,7,"Mr. Speaker, for 40 years Quebec Native Women has been standing up for abused aboriginal women."
0000742,2016 02 18 1,0.565706,"Hon. Lisa Raitt (Milton, CPC)",CPC,7,3,"Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?"
0000466,2016 11 16 5,0.566149,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,5,  I cannot deal with something that is before the courts but I do understand that there was a public meeting where the member did see that information.
0000309,2017 03 23 8,0.566468,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,6,4,She has seen a lot of the stuff that has taken place here. 
0000218,2017 06 06 7,0.567378,Dominic Leblanc,LIB,5,7,We will continue to protect fish habitat and work with the volunteer groups in that province and all across the country that do such outstanding work.
0000329,2017 03 08 8,0.567585,"Mme Anne Minh-Thu Quach (Salaberry—Suroît, NPD)",NDP,7,3," Out of 4,000 runaways at youth centres in Quebec, 76% are girls, and 30% of them have been sexually exploited or exposed to prostitution. "
0000911,2015 04 21 0,0.567947,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,3,"It is not Saskatchewan, Quebec, or everywhere else where he tried to use parliamentary funds to establish party offices."
0000855,2015 06 01 4,0.570341,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,7,3, We are on the eve of a new Auditor General report that could put 14 senators in jail.
0000047,2017 11 28 6,0.570403,Joel Lightbound,LIB,6,4,"Under the Conservatives, not only was it taxable, but it was also sent to all families, regardless of income."
0000845,2015 06 04 4,0.571956,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,4,4," As this matter is currently before the courts, it would be inappropriate for me to comment further on this case."
0000228,2017 06 01 7,0.572539,James Bezan,CPC,7,3,Is there at least one Liberal willing to stand up for the interests of Canadians rather than their rich Liberal insiders?
0000347,2017 02 21 6,0.573447,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,6,6,"As Commissioner Paulson told the hon. member earlier today, the RCMP, the CBSA, the IRCC, and other Canadian agencies are working seamlessly and relentlessly together to achieve the objectives of border integrity and public safety."
0000949,2015 03 24 8,0.575344,"Ms. Joyce Murray (Vancouver Quadra, Lib.)",LIB,6,3,"In the meantime she has no income, she is about to lose her housing, and she is still not receiving the benefits she is entitled to."
0000217,2017 06 06 6,0.576514,Kim Rudd,LIB,5,6,Our government is committed to a balanced approach that can do both.
0000659,2016 05 04 8,0.576544,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,3,Why is she using government officials to cover up her personal vanity?
0000203,2017 06 09 2,0.576545,Bardish Chagger,LIB,5,6,"We have put in a new process, an open, transparent, merit-based process. All positions that are available are posted online."
0000336,2017 02 24 5,0.577697,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",LIB,6,7,"Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability."
0000448,2016 11 24 7,0.578634,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,6,6,We have been speaking from the moment this government came to power about the importance of developing our credible regulatory process and giving proponents of these projects some certainty.
0000238,2017 05 18 7,0.582758,Cathy McCloed,CPC,6,4,Is the minister prepared to table in this House a list of the coastal first nations that support the tanker ban and the dates on which they were consulted?
0000204,2017 06 09 3,0.583154,Romeo Saganash,NDP,6,3,This is one of the many long injustices faced by indigenous peoples in Canada. 
0000632,2016 05 12 1,0.583540,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.):  ",LIB,5,6,"Mr. Speaker, listening to Canadians is at the heart of a healthy democracy."
0000461,2016 11 16 0,0.584541,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CPC,5,7,"NAFTA has created jobs, helped our economy grow, and provided market certainty to Canadian exporters for years."
0000895,2015 04 29 4,0.585473,"Mr. James Bezan (Parliamentary Secretary to the Minister of National Defence, CPC)",CPC,4,6,"As to the Auditor General's report, National Defence accepts all the recommendations from the Auditor General's investigation. "
0000067,2017 11 20 6,0.587284,Carla Qualtrough,LIB,6,3,"While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—"
0000513,2016 10 18 2,0.590267,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,7,"Manuel Valls, the socialist Prime Minister of France, described the deal as balanced, win-win, and mutually beneficial."
0000113,2017 10 20 2,0.591376,Joel Lightbound,LIB,5,6,"What is more, yesterday he announced that he would go one step further, in the spirit of transparency, in order to continue his work for Canadians, by putting his holdings in a blind trust and divesting himself of his shares in Morneau Shepell."
0000117,2017 10 20 6,0.592335,T.J. Harvey,LIB,4,6,This unique employer-driven initiative focuses on facilitating successful long-term integration and retention by providing newcomers with a job offer and an individualized settlement plan.
0000281,2017 04 12 0,0.595819,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,6,We will continue to make choices that will help people across the country.
0000405,2016 12 12 4,0.596044,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",LIB,6,6,"With respect to the issue of torture, as all members of the House know, it is contrary to the Criminal Code, it is contrary to the Canadians Charter of Rights and Freedoms, it is contrary to virtually every treaty this country has ever signed. We will be faithful to the values of Canadians."
0000173,2017 09 19 2,0.596973,Kevin Sorenson,CPC,5,7,"Farmers often mortgage their homes, their home quarter, and their land in order to expand, innovate, and create jobs for the local rural community."
0000170,2017 09 22 9,0.597407,Amarjeet Sohi,LIB,5,7,"In the case of Quebec, we have approved 424 projects, with a federal investment of $1.6 billion."
0000984,2015 02 20 3,0.599893,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,6,3,"This is a normal practice, and I wish the opposition would stop playing political games with such an important issue."
0000773,2016 01 28 2,0.603543,"M. Andrew Scheer (Regina—Qu'Appelle, PCC)",CPC,6,3,"   Mr. Speaker, we cannot create jobs by inventing new barriers and new obstacles."
0000942,2015 03 24 1,0.604037,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,4,"I hear no compelling argument on the other side as to why we should completely ignore the very real threat to this country, which Canadians know exists."
0000249,2017 05 15 8,0.604670,Jim Carr,LIB,7,3,We will vigorously defend our industry and our workers from the impacts of this decision by the U.S. commerce department.
0000698,2016 04 11 7,0.605705,"Mrs. Shannon Stubbs (Lakeland, CPC)",CPC,7,3,"They cannot even get the Liberals to extend EI benefits now when they need it most, but they really just want jobs."
0000449,2016 11 24 8,0.607968,"Mr. Majid Jowhari (Richmond Hill, Lib.)",LIB,4,6,Could the Minister of Science update the House on her work with regards to this file?
0000899,2015 04 29 8,0.608310,"Mr. Jasbir Sandhu (Surrey North, NDP)",NDP,7,3, Will the Conservatives stop making excuses and make funds available to protect the people in my community?
0000823,2015 06 12 2,0.611531,"Mr. Jonathan Genest-Jourdain (Manicouagan, NDP)",NDP,7,4,"In this case, the federal government clearly lacks political will, and the provinces are the ones showing the way. For example, Quebec recognized that residential schools were a form of cultural genocide against aboriginal nations. "
0000219,2017 06 06 8,0.612415,Chrystia Freeland,LIB,6,4,"Mr. Speaker, I am not sure Brian Mulroney would agree that a reference to his work on the acid rain treaty was a myopic Liberal stroll unless the member opposite has information that Prime Minister Mulroney is joining our side of the House."
0000730,2016 02 26 9,0.613822,"Ms. Karina Gould (Parliamentary Secretary to the Minister of International Development, Lib.)",LIB,6,6,Canada made an initial contribution through the emergency disaster assistance fund to support the Red Cross emergency relief operation.
0000826,2015 06 12 5,0.614073,"Mr. Paul Calandra (Parliamentary Secretary to the Prime Minister and for Intergovernmental Affairs, CPC)",CPC,6,6,That is why I think like Canadians think.
0000499,2016 10 26 8,0.615471,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",LIB,5,6,I encourage all the members who have issues regarding military service to come forward to our department.
0000489,2016 10 31 8,0.617201,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,5,6,Those rules are open and transparent.
0000311,2017 03 20 0,0.619091,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,8,2,"They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses."
0000312,2017 03 20 1,0.619913,"Hon. Thomas Mulcair (Outremont, NDP)",NDP,5,4,Their plan also seems to include the privatization of Canadian airports. 
0000968,2015 03 09 7,0.620938,"Hon. Shelly Glover (Minister of Canadian Heritage and Official Languages, CPC)",CPC,3,3,"Mr. Speaker, I find the question somewhat surprising from that member, who used to be a Liberal minister during the nineties when they cut almost $400 million from CBC."
0000567,2016 09 19 6,0.621571,"Hon. Rob Nicholson (Niagara Falls, CPC)",CPC,5,6,It is also the fair thing to do.
0000339,2017 02 24 8,0.623328,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,5,6,"I am listening and I am prepared to work with my federal colleagues, the City of Quebec, the province, and the staff at Parks Canada in order to ensure that the public and anyone who is interested can access the artifacts in a timely manner."
0000399,2017 01 30 8,0.623329,"Hon. Patty Hajdu (Minister of Employment, Workforce Development and Labour, Lib.)",LIB,5,7,"That is why we are investing historic amounts into ensuring that young people have the diversity of skills to bring forward new ideas, new talent, and new creativity to the emerging workforces of Canada."
0000482,2016 10 31 1,0.626284,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,6,That is why we invested $8.4 billion over five years in our first budget and why we are continuing to work with the communities to invest in the health and safety of their young people.
0000148,2017 10 02 7,0.627437,Carla Qualtrough,LIB,6,7,Resolving this as quickly as possible is indeed our priority.
0000703,2016 03 21 2,0.627555,"Mr. François-Philippe Champagne (Parliamentary Secretary to the Minister of Finance, Lib.)",LIB,6,7,"Mr. Speaker, I am very proud to say that the Minister of Financeand I went from coast to coast to coast to listen to Canadians."
0000978,2015 02 25 7,0.628211,"Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",CPC,5,6,That is what families are looking for.
0000267,2017 05 05 6,0.632991,"Hon. Pierre Poilievre (Carleton, CPC)",CPC,6,3,"We already knew about the Prime Minister's meetings with billionaires at Davos and at the Shangri-La Hotel, where he discussed the intimate details of this infrastructure bank. "
0000530,2016 10 06 9,0.633547,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,5,4,"For the government to make a decision before it has gone through due process would be irresponsible, and we will not do it."
0000527,2016 10 06 6,0.633654,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",LIB,6,3,"The big difference from when the opposition was the government, in fact, is that its members were staying in Canada instead of arguing the case for human rights in China."
0000436,2016 11 29 5,0.634329,"Mrs. Shannon Stubbs (Lakeland, CPC)",CPC,5,6,Canada's energy workers benefit the standard of living in all communities and they produce the most environmentally and socially responsible oil and gas in the world.
0000658,2016 05 04 7,0.635333,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,4,Here is a news story: “The Conservative government has hired two former White House communications strategists as part of a 'sustained' effort to raise Canada's profile in”—
0000174,2017 09 19 3,0.635499,Kevin Sorenson,CPC,7,3,Why is the Liberal finance minister treating these farms as nothing more than cash cows and jeopardizing the future of farmers in Canada?
0000074,2017 11 07 3,0.635745,Diane Lebouthillier,LIB,5,6,We continue to work for Canadians and for a fair tax system.
0000797,2015 12 09 6,0.635966,"Mr. Ahmed Hussen (York South—Weston, Lib.)",LIB,5,6,"As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level."
0000766,2016 02 02 5,0.636648,"Hon. Peter Kent (Thornhill, CPC)",CPC,6,5,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.
0000402,2016 12 12 1,0.636787,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",NDP,6,4,"Meanwhile, the Prime Minister just clearly confirmed that not only was government business discussed but that he is the one who deems whether it is appropriate or not."
0000321,2017 03 08 0,0.636959,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,5,7,This government has committed to making more opportunities for under-represented groups. 
0000193,2017 06 13 2,0.637434,Justin Trudeau,LIB,5,6,"Mr. Speaker, the appointments we make are based on merit and reflect the full diversity of this country."
0000951,2015 03 12 0,0.641478,"Ms. Megan Leslie (Halifax, NDP)",NDP,6,4,"Mr. Speaker, the foreign minister of Turkey stated that someone working for an intelligence agency within the coalition against ISIS may have attempted to assist three British schoolgirls in joining that terrorist organization."
0000019,2017 12 08 8,0.642877,Kristy Duncan,LIB,5,6,"By increasing diversity, we bring different experiences, ideas, and perspectives to advance Canadian science, grow the economy, and improve the lives of Canadians."
0000132,2017 10 05 1,0.643051,Tracey Ramsey,NDP,7,3,"After repeated attacks from President Trump on our supply managed sector, the government has stated that it will protect it, yet it has never stated clearly and without hesitation that it will not open our dairy market to the U.S."
0000400,2017 01 30 9,0.643260,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",CPC,8,2,"With his usual arrogance, the Prime Minister demonstrated his lack of respect for Canadians and official languages."
0000970,2015 03 09 9,0.643355,"Hon. Rob Nicholson (Minister of Foreign Affairs, CPC)",CPC,5,6,Canada encourages the governments of the Dominican Republic and Haiti to work together in good faith to resolve these issues as quickly as possible in a non-violent manner.
0000655,2016 05 04 4,0.645351,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,5,6,"We decided to invest in the future of Canadian families, to help improve their future."
0000384,2017 02 02 3,0.646075,"L'hon. Karina Gould (ministre des Institutions démocratiques, Lib.):  ",LIB,5,6,"Over 360,000 Canadians weighed in at MyDemocracy.ca."
0000598,2016 06 07 7,0.647542,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",LIB,5,5," The expenditures the member is referring to were to provide office space for the minister and the deputy minister and a space for all of our staff members, as well as to consolidate them on one floor."
0000684,2016 04 14 3,0.648290,"Ms. Linda Duncan (Edmonton Strathcona, NDP)",NDP,6,3,"Mr. Speaker, the Minister of Transport claims rail safety is his top priority, yet this week rail inspectors told our committee, despite a projected tenfold increase in dangerous cargo, that the rail safety budget was being slashed 21%."
0000055,2017 11 23 4,0.650666,Diane Lebouthillier,LIB,5,6,"By reinstating the committee, the agency will benefit from its advice about enhancing the quality and accessibility of the services it provides to persons with disabilities and their families."
0000377,2017 02 07 6,0.652507,"Hon. Pierre Poilievre (Carleton, CPC)",CPC,6,3,"In fact, they very dutifully produced a report that said that these costs would cascade down on to middle-class and working-class Canadians."
0000194,2017 06 13 3,0.652570,Navdeep Bains,LIB,6,6," Let me be very clear: when it comes to our economic interests, our number one priority is to the grow the economy and create jobs."
0000770,2016 02 02 9,0.653003,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",LIB,6,6,"Mr. Speaker, the government takes the health and safety of all of its workers seriously and, in fact, of any visitors to our buildings. "
0000893,2015 04 29 2,0.653111,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,5,7,"She has now won the national skills competition, is graduating debt-free, and is on her way to starting her very own masonry company."
0000919,2015 04 21 8,0.654461,"Mr. Louis Plamondon (Bas-Richelieu—Nicolet—Bécancour, BQ)",BQ,7,3," Mr. Speaker, after investing in Churchill Falls, which will be in direct competition with Hydro-Québec and Quebec's revenues, after imposing a toll on the new Champlain Bridge and after condoning the comments of a member who said he was fed up with the National Assembly's unanimous declarations, now the federal government is once again taking unilateral action with its reform of the temporary foreign worker program, despite repeated requests from Quebec's labour minister."
0000215,2017 06 06 4,0.656396,John Brassard,CPC,7,3, Why can the Prime Minister not just admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have no choice now but to do it over again?
0000324,2017 03 08 3,0.658358,"L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",LIB,5,5,"We are going to keep working for Canadians every day, and I encourage the member to work with us so that we can get more done together."
